"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"element_type";"team";"dato"
11;"218660.jpg";"Valderhaug";2745;"a";218660;"Lars";"Valderhaug";35;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.6";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;1;2017-03-25
12;"37417.jpg";"Riise";2745;"a";37417;"Bjorn";"Helge Riise";21;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"6.6";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
13;"62026.jpg";"Carlsen";2745;"a";62026;"Fredrik";"Carlsen";8;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
14;"87337.jpg";"Gyasi";2745;"a";87337;"Edwin";"Gyasi";14;"";75;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"5.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
15;"97533.jpg";"Thrandarson";2745;"a";97533;"Aron";"Elis Thrandarson";11;"";65;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
16;"169515.jpg";"Hoff";2745;"a";169515;"Vebjorn";"Hoff";18;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
17;"194769.jpg";"Fet";2745;"a";194769;"Sondre";"Brunstad Fet";40;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
18;"204273.jpg";"Marlinho";2745;"a";204273;"Marlinho";"";15;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.9";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
19;"207864.jpg";"Hatlehol";2745;"a";207864;"Jørgen";"Hatlehol";38;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
20;"223090.jpg";"Waagan";2745;"a";223090;"Anders";"Waagan";NA;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.9";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
21;"224095.jpg";"Solnørdal";2745;"a";224095;"Emil";"Solnørdal";36;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.2";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-03-25
22;"61965.jpg";"Mos";2745;"a";61965;"Mos";"";30;"";85;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"12.0";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;1;2017-03-25
23;"219005.jpg";"Andreassen";2745;"a";219005;"Sebastian";"Andreassen";31;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;1;2017-03-25
24;"173531.jpg";"Berisha";2745;"a";173531;"Valmir";"Berisha";9;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"4.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;1;2017-03-25
25;"88460.jpg";"Horwath";303;"a";88460;"Alex";"Horwath";1;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-03-25
26;"95516.jpg";"Leciejewski";303;"a";95516;"Piotr";"Leciejewski";24;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"21.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"4.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-03-25
27;"224198.jpg";"Pettersen";303;"a";224198;"Markus";"Pettersen";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-03-25
28;"56578.jpg";"Wormgoor";303;"a";56578;"Vito";"Wormgoor";3;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"9.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-03-25
29;"61968.jpg";"Nouri";303;"a";61968;"Amin";"Nouri";33;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"8.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-03-25
30;"106319.jpg";"Gronner";303;"a";106319;"Jonas";"Gronner";5;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"8.4";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-03-25
31;"111851.jpg";"Kristiansen";303;"a";111851;"Ruben";"Kristiansen";21;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"5.6";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-03-25
32;"114686.jpg";"Hatakka";303;"a";114686;"Dani";"Hatakka";26;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-03-25
33;"116607.jpg";"Sørensen";303;"a";116607;"Gilli";"Rólantsson Sørensen";17;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"4.6";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-03-25
34;"156592.jpg";"Acosta";303;"a";156592;"Bismar";"Acosta";14;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"13.2";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-03-25
35;"18668.jpg";"Braaten";303;"a";18668;"Daniel";"Braaten";25;"";65;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"5.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-03-25
36;"62025.jpg";"Larsen";303;"a";62025;"Peter";"Orry Larsen";7;"";75;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-03-25
37;"95525.jpg";"Haugen";303;"a";95525;"Fredrik";"Haugen";8;"";90;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"8.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-03-25
38;"95528.jpg";"Barmen";303;"a";95528;"Kristoffer";"Barmen";29;"";65;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"6.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-03-25
39;"102678.jpg";"Vega";303;"a";102678;"Deyver";"Vega";19;"";70;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"6.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-03-25
40;"115102.jpg";"Skaanes";303;"a";115102;"Kasper";"Skaanes";9;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-03-25
41;"126317.jpg";"Nilsen";303;"a";126317;"Sivert";"Heltne Nilsen";23;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"3.0";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-03-25
42;"223091.jpg";"Stenevik";303;"a";223091;"Halldor";"Stenevik";20;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.6";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-03-25
43;"14575.jpg";"Karadas";303;"a";14575;"Azar";"Karadas";18;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;2;2017-03-25
44;"66534.jpg";"Orlov";303;"a";66534;"Jakob";"Orlov";10;"";75;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"4.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;2;2017-03-25
45;"221232.jpg";"Skalevik";303;"a";221232;"Steffen";"Skalevik";11;"";70;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;2;2017-03-25
46;"62015.jpg";"Børven";303;"a";62015;"Torgeir";"Børven";22;"";90;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"9.9";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;2;2017-03-25
47;"108130.jpg";"Sandvik";3376;"a";108130;"Helge";"Sandvik";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.4";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-03-25
48;"124132.jpg";"Bratveit";3376;"a";124132;"Per";"Kristian Bratveit";1;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"3.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-03-25
49;"209224.jpg";"Fossdal";3376;"a";209224;"Herman";"Børreson Fossdal";24;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.0";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-03-25
50;"63878.jpg";"Skjerve";3376;"a";63878;"Vegard";"Skjerve";18;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"3.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-03-25
51;"81786.jpg";"Andreassen";3376;"a";81786;"Tor";"Arne Andreassen";11;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-03-25
52;"179304.jpg";"Stölas";3376;"a";179304;"Alexander";"Stölas";22;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"6.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"3.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-03-25
53;"224083.jpg";"Izuchukwu";3376;"a";224083;"Anthony";"Izuchukwu";15;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-03-25
54;"245578.jpg";"Knudsen";3376;"a";245578;"Fredrik";"Pallesen Knudsen";NA;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.9";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-03-25
55;"48513.jpg";"Huseklepp";3376;"a";48513;"Erik";"Huseklepp";10;"";85;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"12.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
56;"67242.jpg";"Kiss";3376;"a";67242;"Filip";"Kiss";6;"";80;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
57;"81788.jpg";"Maeland";3376;"a";81788;"Eirik";"Maeland";13;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
58;"118808.jpg";"Hajradinovic";3376;"a";118808;"Haris";"Hajradinovic";23;"";75;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"4.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
59;"156595.jpg";"Tronstad";3376;"a";156595;"Sondre";"Tronstad";8;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
60;"208396.jpg";"Kling";3376;"a";208396;"Robert";"Kling";29;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.0";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
61;"226887.jpg";"Horneland";3376;"a";226887;"Thomas";"Horneland";30;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
62;"232031.jpg";"Gunnarshaug";3376;"a";232031;"Kristoff";"Gunnarshaug";31;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.4";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
63;"53370.jpg";"Abdi";3376;"a";53370;"Liban";"Abdi";7;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-03-25
64;"89368.jpg";"Gytkjaer";3376;"a";89368;"Frederik";"Gytkjaer";9;"";75;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"11.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-03-25
65;"224084.jpg";"Shuaibu";3376;"a";224084;"Ibrahim";"Shuaibu";17;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.4";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-03-25
66;"224097.jpg";"Krygard";3376;"a";224097;"Kevin";"Martin Krygard";NA;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-03-25
67;"247409.jpg";"Budusson";3376;"a";247409;"Johnny";"Budusson";20;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.4";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-03-25
68;"247408.jpg";"MS Leite";3376;"a";247408;"Bruno ";"MS Leite";16;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-03-25
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"14.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-03-25
70;"81858.jpg";"Mansson";3835;"a";81858;"Conny";"Mansson";23;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-03-25
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christoffer";"Aasbak";3;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.6";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-03-25
72;"95512.jpg";"Ulvestad";3835;"a";95512;"Dan";"Ulvestad";5;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.4";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-03-25
73;"156434.jpg";"Coly";3835;"a";156434;"Aliou";"Coly";99;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"4.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-03-25
74;"245729.jpg";"Sivertsen";3835;"a";245729;"Erlend";"Sivertsen";15;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-03-25
75;"159994.jpg";"Gjesdal";3835;"a";159994;"Henrik ";"Gjesdal";NA;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-03-25
76;"245731.jpg";"Bjerkas";3835;"a";245731;"Joakim";"Bjerkas";2;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.5";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-03-25
77;"245735.jpg";"Nerland";3835;"a";245735;"Olav";"Mahle Nerland";49;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"1.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-03-25
78;"245733.jpg";"Hopmark";3835;"a";245733;"Andreas";"Hopmark";19;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"2.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-03-25
79;"63900.jpg";"Torske";3835;"a";63900;"Tor";"Erik Torske";6;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.2";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-03-25
80;"66338.jpg";"Kalludra";3835;"a";66338;"Liridon";"Kalludra";9;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.8";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-03-25
81;"92072.jpg";"Qaka";3835;"a";92072;"Kamer";"Qaka";92;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"4.6";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-03-25
82;"95511.jpg";"Okland";3835;"a";95511;"Sverre";"Okland";10;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-03-25
83;"95569.jpg";"Ulvestad";3835;"a";95569;"Pal";"Erik Ulvestad";8;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.3";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-03-25
84;"245730.jpg";"Sorli";3835;"a";245730;"Sondre";"Sorli";24;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.2";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-03-25
85;"245732.jpg";"Rodsand";3835;"a";245732;"Andreas";"Rodsand";21;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.1";"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";NA;"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-03-25
