"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn"
18;"204273.jpg";"Marlinho";2745;"d";204273;"Marlon Matheus";"da Silva";15;"Skadet";54;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,5;"0.0";135;7;22;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-21;"Marlon Matheus da Silva";"Midtbane";"AAFK"
19;"207864.jpg";"Hatlehol";2745;"a";207864;"Jørgen";"Hatlehol";38;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,6;"0.0";90;12;15;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-21;"Jørgen Hatlehol";"Midtbane";"AAFK"
20;"223090.jpg";"Waagan";2745;"a";223090;"Anders";"Waagan";NA;"";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,6;"0.0";111;15;16;5;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-21;"Anders Waagan";"Midtbane";"AAFK"
21;"224095.jpg";"Solnørdal";2745;"a";224095;"Emil";"Solnørdal";36;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";30;6;3;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-21;"Emil Solnørdal";"Midtbane";"AAFK"
22;"61965.jpg";"Mos";2745;"a";61965;"Mostafa";"Abdellaoue";30;"";84;NA;NA;"0.7";"2.6";-1;-1;1;1;FALSE;0;10;"5.5";2095;1007;224;192;0;0;0;0;22;8;"5.5";"6.0";"6.0";FALSE;360;3;0;0;8;0;0;0;0;0;2;0;4;1;2017-04-21;"Mostafa Abdellaoue";"Angrep";"AAFK"
23;"219005.jpg";"Andreassen";2745;"a";219005;"Sebastian";"Andreassen";31;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,3;"0.0";50;10;8;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2017-04-21;"Sebastian Andreassen";"Angrep";"AAFK"
24;"173531.jpg";"Berisha";2745;"a";173531;"Valmir";"Berisha";9;"";59;NA;NA;"0.3";"1.2";-1;0;1;0;FALSE;0;2,5;"1.8";1000;142;174;6;0;0;0;0;7;1;"1.8";"2.0";"2.0";FALSE;103;0;1;0;1;0;0;0;0;0;0;0;4;1;2017-04-21;"Valmir Berisha";"Angrep";"AAFK"
25;"88460.jpg";"Horwath";303;"a";88460;"Alex";"Horwath";1;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;1;"0.0";170;11;12;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-04-21;"Alex Horwath";"Keeper";"BRA"
26;"95516.jpg";"Leciejewski";303;"a";95516;"Piotr";"Leciejewski";24;"";55;NA;NA;"0.5";"2.2";0;0;0;0;FALSE;0;23,6;"3.0";1015;1220;256;64;0;0;0;0;12;2;"3.0";"3.0";"3.0";FALSE;360;0;0;1;3;0;0;0;0;4;0;0;1;2;2017-04-21;"Piotr Leciejewski";"Keeper";"BRA"
27;"224198.jpg";"Pettersen";303;"a";224198;"Markus";"Pettersen";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";30;3;4;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-04-21;"Markus Pettersen";"Keeper";"BRA"
28;"56578.jpg";"Wormgoor";303;"a";56578;"Vito";"Wormgoor";3;"";55;NA;NA;"0.4";"1.5";0;0;0;0;FALSE;0;7,7;"2.0";960;397;120;43;0;0;0;0;8;2;"2.7";"2.0";"2.0";FALSE;260;0;0;1;2;0;0;2;0;0;0;0;2;2;2017-04-21;"Vito Wormgoor";"Forsvar";"BRA"
29;"61968.jpg";"Nouri";303;"a";61968;"Amin";"Nouri";33;"";55;NA;NA;"0.5";"2.2";0;0;0;0;FALSE;0;6,7;"3.0";503;538;98;107;0;0;0;0;12;2;"3.0";"3.0";"3.0";FALSE;347;0;0;1;3;0;0;0;0;0;0;0;2;2;2017-04-21;"Amin Nouri";"Forsvar";"BRA"
30;"106319.jpg";"Grønner";303;"a";106319;"Jonas";"Grønner";5;"";49;NA;NA;"0.1";"0.4";-1;0;1;0;FALSE;0;5,5;"0.5";1394;112;315;1;0;0;0;0;2;0;"1.0";"1.0";"1.0";FALSE;100;0;0;0;1;0;0;1;0;0;0;0;2;2;2017-04-21;"Jonas Grønner";"Forsvar";"BRA"
31;"111851.jpg";"Kristiansen";303;"a";111851;"Ruben";"Kristiansen";21;"";55;NA;NA;"0.5";"2.2";0;0;0;0;FALSE;0;4,9;"3.0";356;376;69;57;0;0;0;0;12;2;"3.0";"3.0";"3.0";FALSE;360;0;0;1;3;0;0;0;0;0;0;0;2;2;2017-04-21;"Ruben Kristiansen";"Forsvar";"BRA"
32;"114686.jpg";"Hatakka";303;"u";114686;"Dani";"Hatakka";26;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";193;1;17;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-04-21;"Dani Hatakka";"Forsvar";"BRA"
33;"116607.jpg";"Ròlantsson";303;"a";116607;"Gilli";"Sørensen";17;"";61;NA;NA;"0.8";"3.3";1;0;-1;0;FALSE;1;12,5;"5.0";309;3889;97;542;0;0;0;0;20;2;"5.0";"5.0";"5.0";FALSE;333;0;1;2;2;0;0;0;0;0;1;0;2;2;2017-04-21;"Gilli Sørensen";"Forsvar";"BRA"
34;"156592.jpg";"Acosta";303;"a";156592;"Bismar";"Acosta";15;"";60;NA;NA;"0.4";"1.7";0;0;0;0;FALSE;0;11,4;"2.5";1006;251;194;30;0;0;0;0;10;1;"2.5";"3.0";"3.0";FALSE;360;0;0;1;3;0;0;2;0;0;0;0;2;2;2017-04-21;"Bismar Acosta";"Forsvar";"BRA"
35;"18668.jpg";"Braaten";303;"a";18668;"Daniel";"Braaten";25;"";65;NA;NA;"0.6";"2.5";0;0;0;0;FALSE;1;6,6;"4.0";995;1118;50;341;0;0;0;0;16;10;"5.3";"4.0";"4.0";FALSE;225;0;2;0;2;0;0;0;0;0;5;0;3;2;2017-04-21;"Daniel Braaten";"Midtbane";"BRA"
36;"62025.jpg";"Larsen";303;"a";62025;"Peter Orry";"Larsen";7;"";74;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;1,6;"0.0";492;14;56;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-04-21;"Peter Orry Larsen";"Midtbane";"BRA"
37;"95525.jpg";"Haugen";303;"a";95525;"Fredrik";"Haugen";8;"";90;NA;NA;"0.5";"2.1";0;0;0;0;FALSE;0;9,7;"4.8";690;1514;131;295;0;0;0;0;19;5;"4.8";"5.0";"5.0";FALSE;331;0;2;2;2;0;0;0;0;0;3;0;3;2;2017-04-21;"Fredrik Haugen";"Midtbane";"BRA"
38;"95528.jpg";"Barmen";303;"a";95528;"Kristoffer";"Barmen";29;"";65;NA;NA;"0.5";"2.2";0;0;0;0;FALSE;0;7;"3.5";638;1596;178;64;0;0;0;0;14;2;"3.5";"4.0";"4.0";FALSE;360;1;0;1;3;0;0;0;0;0;0;0;3;2;2017-04-21;"Kristoffer Barmen";"Midtbane";"BRA"
39;"102678.jpg";"Vega";303;"a";102678;"Deyver";"Vega";19;"";68;NA;NA;"0.1";"0.6";-2;-1;2;1;FALSE;0;3,2;"1.0";1077;36;157;1;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;132;0;0;1;1;0;0;1;0;0;0;0;3;2;2017-04-21;"Deyver Vega";"Midtbane";"BRA"
40;"115102.jpg";"Skaanes";303;"a";115102;"Kasper";"Skaanes";9;"";54;NA;NA;"0.1";"0.4";-1;0;1;0;FALSE;0;1,2;"0.5";357;20;34;1;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;29;0;0;0;1;0;0;0;0;0;0;0;3;2;2017-04-21;"Kasper Skaanes";"Midtbane";"BRA"
41;"126317.jpg";"Heltne Nilsen";303;"a";126317;"Sivert";"Heltne Nilsen";23;"";55;NA;NA;"0.7";"2.7";0;0;0;0;FALSE;0;4,7;"3.8";411;609;37;163;0;0;0;0;15;8;"3.8";"4.0";"4.0";FALSE;360;1;0;1;3;0;0;1;0;0;2;0;3;2;2017-04-21;"Sivert Heltne Nilsen";"Midtbane";"BRA"
42;"223091.jpg";"Stenevik";303;"a";223091;"Halldor";"Stenevik";20;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,1;"0.0";190;28;31;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-04-21;"Halldor Stenevik";"Midtbane";"BRA"
43;"14575.jpg";"Karadas";303;"a";14575;"Azar";"Karadas";18;"";58;NA;NA;"0.1";"0.2";-2;-1;2;1;FALSE;0;0,9;"0.3";388;25;35;3;0;0;0;0;1;1;"0.5";"0.0";"0.0";FALSE;19;0;0;0;0;0;0;1;0;0;0;0;4;2;2017-04-21;"Azar Karadas";"Angrep";"BRA"
44;"66534.jpg";"Orlov";303;"a";66534;"Jakob";"Orlov";10;"";75;NA;NA;"0.6";"2.4";0;-1;0;1;FALSE;0;6;"4.5";1309;1955;852;24;0;0;0;0;18;0;"6.0";"5.0";"5.0";FALSE;169;2;1;2;0;0;0;0;0;0;2;0;4;2;2017-04-21;"Jakob Orlov";"Angrep";"BRA"
45;"221232.jpg";"Skålevik";303;"a";221232;"Steffen";"Skålevik";11;"";68;NA;NA;"0.1";"0.3";-2;-1;2;1;FALSE;0;0,8;"0.5";384;25;58;1;0;0;0;0;2;0;"1.0";"1.0";"1.0";FALSE;30;0;0;0;1;0;0;0;0;0;0;0;4;2;2017-04-21;"Steffen Skålevik";"Angrep";"BRA"
46;"62015.jpg";"Børven";303;"a";62015;"Torgeir";"Børven";22;"";89;NA;NA;"0.6";"2.2";-1;0;1;0;FALSE;1;6;"5.0";1772;695;36;560;0;0;0;0;20;13;"5.0";"5.0";"5.0";FALSE;185;2;1;1;3;0;0;0;0;0;3;0;4;2;2017-04-21;"Torgeir Børven";"Angrep";"BRA"
47;"108130.jpg";"Sandvik";3376;"a";108130;"Helge";"Sandvik";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";38;3;8;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-04-21;"Helge Sandvik";"Keeper";"FKH"
48;"124132.jpg";"Bråtveit";3376;"a";124132;"Per Kristian";"Bråtveit";1;"";50;NA;NA;"0.7";"2.6";0;0;0;0;FALSE;0;2,7;"3.3";223;163;37;10;0;0;0;0;13;2;"3.3";"3.0";"3.0";FALSE;360;0;0;1;9;0;0;0;0;13;1;0;1;3;2017-04-21;"Per Kristian Bråtveit";"Keeper";"FKH"
49;"209224.jpg";"Børreson Fossdal";3376;"a";209224;"Herman";"Børreson Fossdal";24;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,9;"0.0";41;26;3;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-04-21;"Herman Børreson Fossdal";"Keeper";"FKH"
50;"63878.jpg";"Skjerve";3376;"a";63878;"Vegard";"Skjerve";18;"";50;NA;NA;"0.4";"1.4";0;0;0;0;FALSE;0;2,4;"1.8";304;37;40;3;0;0;0;0;7;1;"1.8";"2.0";"2.0";FALSE;360;0;0;1;9;0;0;0;0;0;0;1;2;3;2017-04-21;"Vegard Skjerve";"Forsvar";"FKH"
51;"81786.jpg";"Andreassen";3376;"a";81786;"Tor Arne";"Andreassen";11;"";49;NA;NA;"0.2";"0.6";-1;-1;1;1;FALSE;0;0,6;"0.8";95;9;15;0;0;0;0;0;3;1;"0.8";"1.0";"1.0";FALSE;218;0;0;0;7;0;0;1;0;0;0;0;2;3;2017-04-21;"Tor Arne Andreassen";"Forsvar";"FKH"
52;"179304.jpg";"Stølås";3376;"a";179304;"Alexander";"Stølås";22;"";54;NA;NA;"0.4";"1.7";-1;-1;1;1;FALSE;0;3,8;"2.3";667;53;107;3;0;0;0;0;9;1;"2.3";"2.0";"2.0";FALSE;360;0;0;1;9;0;0;0;0;0;0;0;2;3;2017-04-21;"Alexander Stølås";"Forsvar";"FKH"
53;"224083.jpg";"Izuchukwu";3376;"i";224083;"Anthony";"Izuchukwu";15;"Korsbånd - Over sommeren";44;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,5;"0.0";263;6;19;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-04-21;"Anthony Izuchukwu";"Forsvar";"FKH"
54;"245578.jpg";"Knudsen";3376;"a";245578;"Fredrik";"Knudsen";4;"";50;NA;NA;"0.5";"2.0";0;0;0;0;FALSE;0;0,7;"2.5";94;38;14;9;0;0;0;0;10;1;"5.0";"3.0";"3.0";FALSE;180;0;0;1;3;0;0;0;0;0;3;0;2;3;2017-04-21;"Fredrik Knudsen";"Forsvar";"FKH"
55;"48513.jpg";"Huseklepp";3376;"a";48513;"Erik";"Huseklepp";10;"";85;NA;NA;"0.4";"1.8";0;0;0;0;FALSE;0;9,5;"3.8";1214;510;379;37;0;0;0;0;15;2;"3.8";"4.0";"4.0";FALSE;338;0;2;1;8;0;0;0;0;0;0;0;3;3;2017-04-21;"Erik Huseklepp";"Midtbane";"FKH"
56;"67242.jpg";"Kiss";3376;"a";67242;"Filip";"Kiss";6;"";79;NA;NA;"0.2";"0.9";-1;0;1;0;FALSE;0;1,7;"1.8";428;43;70;3;0;0;0;0;7;1;"1.8";"2.0";"2.0";FALSE;360;0;0;1;9;0;0;2;0;0;0;0;3;3;2017-04-21;"Filip Kiss";"Midtbane";"FKH"
57;"81788.jpg";"Mæland";3376;"a";81788;"Eirik";"Mæland";13;"";50;NA;NA;"0.2";"0.6";0;0;0;0;FALSE;0;0,7;"0.8";169;43;13;0;0;0;0;0;3;0;"3.0";"1.0";"1.0";FALSE;80;0;0;0;3;0;0;0;0;0;1;0;3;3;2017-04-21;"Eirik Mæland";"Midtbane";"FKH"
58;"118808.jpg";"Hajradinovic";3376;"a";118808;"Haris";"Hajradinovic";23;"";74;NA;NA;"0.2";"0.9";-1;-1;1;1;FALSE;0;3,1;"1.8";664;78;159;1;0;0;0;0;7;0;"2.3";"2.0";"2.0";FALSE;270;0;0;1;6;0;0;0;0;0;0;0;3;3;2017-04-21;"Haris Hajradinovic";"Midtbane";"FKH"
59;"156595.jpg";"Tronstad";3376;"a";156595;"Sondre";"Tronstad";8;"";50;NA;NA;"0.4";"1.6";0;0;0;0;FALSE;0;1,1;"2.0";160;77;21;10;0;0;0;0;8;2;"2.0";"2.0";"2.0";FALSE;326;0;0;1;8;0;0;0;0;0;0;0;3;3;2017-04-21;"Sondre Tronstad";"Midtbane";"FKH"
60;"208396.jpg";"Kling";3376;"a";208396;"Robert";"Kling";29;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,7;"0.0";112;12;17;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-21;"Robert Kling";"Midtbane";"FKH"
61;"226887.jpg";"Horneland";3376;"a";226887;"Thomas";"Horneland";30;"";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,4;"0.0";62;11;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-21;"Thomas Horneland";"Midtbane";"FKH"
62;"232031.jpg";"Gunnarshaug";3376;"a";232031;"Kristoff";"Gunnarshaug";31;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";42;6;3;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-21;"Kristoff Gunnarshaug";"Midtbane";"FKH"
63;"53370.jpg";"Abdi";3376;"a";53370;"Liban";"Abdi";7;"";60;NA;NA;"0.4";"1.7";0;0;0;0;FALSE;0;0,6;"2.5";227;58;5;24;0;0;0;0;10;6;"3.3";"3.0";"3.0";FALSE;222;2;0;1;6;0;0;1;1;0;1;0;4;3;2017-04-21;"Liban Abdi";"Angrep";"FKH"
64;"89368.jpg";"Gytkjær";3376;"a";89368;"Frederik";"Gytkjær";9;"";76;NA;NA;"0.8";"3.3";1;0;-1;0;FALSE;0;18,5;"6.3";1430;5013;736;229;0;0;0;0;25;5;"6.3";"6.0";"6.0";FALSE;330;3;1;1;8;0;0;1;0;0;3;0;4;3;2017-04-21;"Frederik Gytkjær";"Angrep";"FKH"
65;"224084.jpg";"Shuaibu";3376;"a";224084;"Ibrahim";"Shuaibu";17;"";52;NA;NA;"1.3";"5.4";2;0;-2;0;FALSE;1;12,3;"7.0";802;6861;473;517;0;0;0;0;28;2;"7.0";"7.0";"7.0";FALSE;360;3;2;1;9;0;0;0;0;0;2;0;4;3;2017-04-21;"Ibrahim Shuaibu";"Angrep";"FKH"
66;"224097.jpg";"Krygard";3376;"u";224097;"Kevin Martin";"Krygard";NA;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";156;4;13;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-04-21;"Kevin Martin Krygard";"Angrep";"FKH"
67;"247409.jpg";"Buduson";3376;"a";247409;"Johnny";"Buduson";20;"";49;NA;NA;"0.2";"0.8";-1;0;1;0;FALSE;0;0,2;"1.0";85;29;9;5;0;0;0;0;4;1;"1.0";"1.0";"1.0";FALSE;40;0;0;0;1;0;0;0;0;0;0;0;4;3;2017-04-21;"Johnny Buduson";"Angrep";"FKH"
68;"247408.jpg";"Leite";3376;"i";247408;"Bruno";"Leite";16;"Strekk";59;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,4;"0.0";238;4;16;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-21;"Bruno Leite";"Midtbane";"FKH"
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";40;NA;NA;"0.7";"2.8";0;0;0;0;FALSE;0;15,1;"2.8";624;1286;121;255;0;0;0;0;11;1;"2.8";"3.0";"3.0";FALSE;360;0;0;1;5;0;0;0;0;6;0;0;1;4;2017-04-21;"Sean McDermott";"Keeper";"KBK"
70;"81858.jpg";"Månsson";3835;"d";81858;"Conny";"Månsson";23;"Kneskade";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,6;"0.0";123;0;18;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-04-21;"Conny Månsson";"Keeper";"KBK"
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christofer";"Aasbak";3;"";44;NA;NA;"0.1";"0.5";-1;0;1;0;FALSE;0;1,3;"0.5";300;15;26;1;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;135;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-21;"Christofer Aasbak";"Forsvar";"KBK"
