"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn"
11;"218660.jpg";"Valderhaug";2745;"a";218660;"Lars";"Valderhaug";35;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,2;"0.0";92;11;16;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2017-04-11;"Lars Valderhaug";"Forsvar";"AAFK"
12;"37417.jpg";"Riise";2745;"a";37417;"Bjørn Helge";"Riise";21;"";60;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;6;"2.0";792;92;161;7;0;0;0;0;6;2;"2.0";"2.0";"2.0";FALSE;240;0;0;0;7;0;0;0;0;0;0;0;3;1;2017-04-11;"Bjørn Helge Riise";"Midtbane";"AAFK"
13;"62026.jpg";"Carlsen";2745;"a";62026;"Fredrik";"Carlsen";8;"";50;NA;NA;"0.7";"2.2";0;0;0;0;FALSE;0;2,9;"3.7";151;799;55;144;0;0;0;0;11;2;"3.7";"4.0";"4.0";FALSE;270;1;0;0;7;0;0;0;0;0;0;0;3;1;2017-04-11;"Fredrik Carlsen";"Midtbane";"AAFK"
14;"87337.jpg";"Gyasi";2745;"a";87337;"Edwin";"Gyasi";14;"";75;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;4,8;"2.3";638;43;170;7;0;0;0;0;7;1;"2.3";"2.0";"2.0";FALSE;170;0;1;0;6;0;0;0;0;0;0;0;3;1;2017-04-11;"Edwin Gyasi";"Midtbane";"AAFK"
15;"97533.jpg";"Thrandarson";2745;"a";97533;"Aron Elís";"Thrandarson";11;"";64;NA;NA;"0.3";"0.8";-1;-1;1;1;FALSE;0;1,1;"1.7";168;22;28;1;0;0;0;0;5;2;"1.7";"2.0";"2.0";FALSE;238;0;0;0;7;0;0;0;0;0;0;0;3;1;2017-04-11;"Aron Elís Thrandarson";"Midtbane";"AAFK"
16;"169515.jpg";"Hoff";2745;"a";169515;"Vebjørn";"Hoff";18;"";50;NA;NA;"0.3";"0.8";0;0;0;0;FALSE;0;0,6;"1.3";58;14;11;1;0;0;0;0;4;2;"1.3";"1.0";"1.0";FALSE;183;0;0;0;2;0;0;1;0;0;0;0;3;1;2017-04-11;"Vebjørn Hoff";"Midtbane";"AAFK"
17;"194769.jpg";"Brunstad Fet";2745;"a";194769;"Sondre";"Brunstad Fet";17;"";50;NA;NA;"0.2";"0.6";0;0;0;0;FALSE;0;0,2;"1.0";36;5;9;0;0;0;0;0;3;2;"1.5";"1.0";"1.0";FALSE;126;0;0;0;4;0;0;0;0;0;0;0;3;1;2017-04-11;"Sondre Brunstad Fet";"Midtbane";"AAFK"
18;"204273.jpg";"Marlinho";2745;"a";204273;"Marlon Matheus";"da Silva";15;"";54;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,5;"0.0";102;6;14;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-11;"Marlon Matheus da Silva";"Midtbane";"AAFK"
19;"207864.jpg";"Hatlehol";2745;"a";207864;"Jørgen";"Hatlehol";38;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,7;"0.0";61;11;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-11;"Jørgen Hatlehol";"Midtbane";"AAFK"
20;"223090.jpg";"Waagan";2745;"a";223090;"Anders";"Waagan";NA;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,7;"0.0";75;9;16;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-11;"Anders Waagan";"Midtbane";"AAFK"
21;"224095.jpg";"Solnørdal";2745;"a";224095;"Emil";"Solnørdal";36;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";22;4;1;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-11;"Emil Solnørdal";"Midtbane";"AAFK"
22;"61965.jpg";"Mos";2745;"a";61965;"Mostafa";"Abdellaoue";30;"";85;NA;NA;"0.6";"1.6";0;0;0;0;FALSE;0;9,9;"4.7";1683;501;169;104;0;0;0;0;14;6;"4.7";"5.0";"5.0";FALSE;270;2;0;0;7;0;0;0;0;0;0;0;4;1;2017-04-11;"Mostafa Abdellaoue";"Angrep";"AAFK"
23;"219005.jpg";"Andreassen";2745;"a";219005;"Sebastian";"Andreassen";31;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";38;5;6;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2017-04-11;"Sebastian Andreassen";"Angrep";"AAFK"
24;"173531.jpg";"Berisha";2745;"a";173531;"Valmir";"Berisha";9;"";59;NA;NA;"0.3";"1.0";-1;-1;1;1;FALSE;0;3;"2.0";691;130;100;8;0;0;0;0;6;1;"2.0";"2.0";"2.0";FALSE;89;0;1;0;1;0;0;0;0;0;0;0;4;1;2017-04-11;"Valmir Berisha";"Angrep";"AAFK"
25;"88460.jpg";"Horwath";303;"a";88460;"Alex";"Horwath";1;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,1;"0.0";137;9;21;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-04-11;"Alex Horwath";"Keeper";"BRA"
26;"95516.jpg";"Leciejewski";303;"a";95516;"Piotr";"Leciejewski";24;"";55;NA;NA;"0.6";"1.8";0;0;0;0;FALSE;0;24;"3.3";588;925;108;260;0;0;0;0;10;2;"3.3";"3.0";"3.0";FALSE;270;0;0;1;2;0;0;0;0;3;0;0;1;2;2017-04-11;"Piotr Leciejewski";"Keeper";"BRA"
27;"224198.jpg";"Pettersen";303;"a";224198;"Markus";"Pettersen";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";20;3;3;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-04-11;"Markus Pettersen";"Keeper";"BRA"
28;"56578.jpg";"Wormgoor";303;"a";56578;"Vito";"Wormgoor";3;"";55;NA;NA;"0.4";"1.1";0;0;0;0;FALSE;0;7,9;"2.0";730;293;78;63;0;0;0;0;6;1;"3.0";"2.0";"2.0";FALSE;170;0;0;1;1;0;0;2;0;0;0;0;2;2;2017-04-11;"Vito Wormgoor";"Forsvar";"BRA"
29;"61968.jpg";"Nouri";303;"a";61968;"Amin";"Nouri";33;"";55;NA;NA;"0.6";"1.8";0;0;0;0;FALSE;0;6,7;"3.3";308;341;71;62;0;0;0;0;10;2;"3.3";"3.0";"3.0";FALSE;257;0;0;1;2;0;0;0;0;0;0;0;2;2;2017-04-11;"Amin Nouri";"Forsvar";"BRA"
30;"106319.jpg";"Grønner";303;"a";106319;"Jonas";"Grønner";5;"";50;NA;NA;"0.1";"0.4";0;0;0;0;FALSE;0;6,5;"0.7";791;106;226;4;0;0;0;0;2;0;"1.0";"1.0";"1.0";FALSE;100;0;0;0;1;0;0;1;0;0;0;0;2;2;2017-04-11;"Jonas Grønner";"Forsvar";"BRA"
31;"111851.jpg";"Kristiansen";303;"a";111851;"Ruben";"Kristiansen";21;"";55;NA;NA;"0.6";"1.8";0;0;0;0;FALSE;0;4,8;"3.3";227;213;50;42;0;0;0;0;10;2;"3.3";"3.0";"3.0";FALSE;270;0;0;1;2;0;0;0;0;0;0;0;2;2;2017-04-11;"Ruben Kristiansen";"Forsvar";"BRA"
32;"114686.jpg";"Hatakka";303;"u";114686;"Dani";"Hatakka";26;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";153;1;13;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-04-11;"Dani Hatakka";"Forsvar";"BRA"
33;"116607.jpg";"Ròlantsson";303;"a";116607;"Gilli";"Sørensen";17;"";61;NA;NA;"1.0";"3.0";1;1;-1;-1;FALSE;1;10,1;"6.0";153;2404;40;592;0;0;0;0;18;3;"6.0";"6.0";"6.0";FALSE;267;0;1;2;1;0;0;0;0;0;1;0;2;2;2017-04-11;"Gilli Sørensen";"Forsvar";"BRA"
34;"156592.jpg";"Acosta";303;"a";156592;"Bismar";"Acosta";15;"";60;NA;NA;"0.5";"1.5";0;0;0;0;FALSE;0;11,9;"3.0";656;181;113;38;0;0;0;0;9;2;"3.0";"3.0";"3.0";FALSE;270;0;0;1;2;0;0;1;0;0;0;0;2;2;2017-04-11;"Bismar Acosta";"Forsvar";"BRA"
35;"18668.jpg";"Braaten";303;"a";18668;"Daniel";"Braaten";25;"";65;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;6,5;"2.0";703;760;179;20;0;0;0;0;6;1;"3.0";"2.0";"2.0";FALSE;135;0;0;0;1;0;0;0;0;0;3;0;3;2;2017-04-11;"Daniel Braaten";"Midtbane";"BRA"
36;"62025.jpg";"Larsen";303;"a";62025;"Peter Orry";"Larsen";7;"";74;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;1,8;"0.0";377;11;32;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-04-11;"Peter Orry Larsen";"Midtbane";"BRA"
37;"95525.jpg";"Haugen";303;"a";95525;"Fredrik";"Haugen";8;"";90;NA;NA;"0.5";"1.6";0;0;0;0;FALSE;0;9,1;"4.7";427;881;102;223;0;0;0;0;14;2;"4.7";"5.0";"5.0";FALSE;256;0;1;2;1;0;0;0;0;0;3;0;3;2;2017-04-11;"Fredrik Haugen";"Midtbane";"BRA"
38;"95528.jpg";"Barmen";303;"a";95528;"Kristoffer";"Barmen";29;"";65;NA;NA;"0.6";"1.8";0;0;0;0;FALSE;0;7,1;"4.0";309;1316;96;148;0;0;0;0;12;2;"4.0";"4.0";"4.0";FALSE;270;1;0;1;2;0;0;0;0;0;0;0;3;2;2017-04-11;"Kristoffer Barmen";"Midtbane";"BRA"
39;"102678.jpg";"Vega";303;"a";102678;"Deyver";"Vega";19;"";69;NA;NA;"0.1";"0.4";-1;0;1;0;FALSE;0;3,8;"1.0";734;31;102;8;0;0;0;0;3;1;"1.5";"1.0";"1.0";FALSE;108;0;0;1;1;0;0;1;0;0;0;0;3;2;2017-04-11;"Deyver Vega";"Midtbane";"BRA"
40;"115102.jpg";"Skaanes";303;"a";115102;"Kasper";"Skaanes";9;"";54;NA;NA;"0.1";"0.2";-1;-1;1;1;FALSE;0;1,4;"0.3";269;19;50;1;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;14;0;0;0;1;0;0;0;0;0;0;0;3;2;2017-04-11;"Kasper Skaanes";"Midtbane";"BRA"
41;"126317.jpg";"Heltne Nilsen";303;"a";126317;"Sivert";"Heltne Nilsen";23;"";55;NA;NA;"0.4";"1.3";0;0;0;0;FALSE;0;4,6;"2.3";269;401;67;29;0;0;0;0;7;1;"2.3";"2.0";"2.0";FALSE;270;0;0;1;2;0;0;1;0;0;1;0;3;2;2017-04-11;"Sivert Heltne Nilsen";"Midtbane";"BRA"
42;"223091.jpg";"Stenevik";303;"a";223091;"Halldor";"Stenevik";20;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,2;"0.0";129;26;21;6;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-04-11;"Halldor Stenevik";"Midtbane";"BRA"
43;"14575.jpg";"Karadas";303;"a";14575;"Azar";"Karadas";18;"";59;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;1;"0.0";312;20;38;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;13;0;0;0;0;0;0;1;0;0;0;0;4;2;2017-04-11;"Azar Karadas";"Angrep";"BRA"
44;"66534.jpg";"Orlov";303;"a";66534;"Jakob";"Orlov";10;"";76;NA;NA;"0.8";"2.4";1;1;-1;-1;FALSE;0;7,1;"6.0";258;1683;80;253;0;0;0;0;18;2;"6.0";"6.0";"6.0";FALSE;169;2;1;2;0;0;0;0;0;0;2;0;4;2;2017-04-11;"Jakob Orlov";"Angrep";"BRA"
45;"221232.jpg";"Skålevik";303;"a";221232;"Steffen";"Skålevik";11;"";69;NA;NA;"0.1";"0.3";-1;0;1;0;FALSE;0;0,9;"0.7";273;22;26;1;0;0;0;0;2;0;"1.0";"1.0";"1.0";FALSE;30;0;0;0;1;0;0;0;0;0;0;0;4;2;2017-04-11;"Steffen Skålevik";"Angrep";"BRA"
46;"62015.jpg";"Børven";303;"a";62015;"Torgeir";"Børven";22;"";89;NA;NA;"0.3";"0.8";-1;0;1;0;FALSE;0;5,5;"2.3";1460;119;179;15;0;0;0;0;7;1;"2.3";"2.0";"2.0";FALSE;101;0;1;1;2;0;0;0;0;0;0;0;4;2;2017-04-11;"Torgeir Børven";"Angrep";"BRA"
47;"108130.jpg";"Sandvik";3376;"a";108130;"Helge";"Sandvik";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";24;3;3;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-04-11;"Helge Sandvik";"Keeper";"FKH"
48;"124132.jpg";"Bråtveit";3376;"a";124132;"Per Kristian";"Bråtveit";1;"";50;NA;NA;"0.7";"2.2";0;0;0;0;FALSE;0;2,7;"3.7";161;96;32;51;0;0;0;0;11;8;"3.7";"4.0";"4.0";FALSE;270;0;0;1;6;0;0;0;0;10;1;0;1;3;2017-04-11;"Per Kristian Bråtveit";"Keeper";"FKH"
49;"209224.jpg";"Børreson Fossdal";3376;"a";209224;"Herman";"Børreson Fossdal";24;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,9;"0.0";34;21;9;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-04-11;"Herman Børreson Fossdal";"Keeper";"FKH"
50;"63878.jpg";"Skjerve";3376;"a";63878;"Vegard";"Skjerve";18;"";50;NA;NA;"0.4";"1.2";0;0;0;0;FALSE;0;2,5;"2.0";230;32;33;5;0;0;0;0;6;6;"2.0";"2.0";"2.0";FALSE;270;0;0;1;6;0;0;0;0;0;0;1;2;3;2017-04-11;"Vegard Skjerve";"Forsvar";"FKH"
51;"81786.jpg";"Andreassen";3376;"a";81786;"Tor Arne";"Andreassen";11;"";50;NA;NA;"0.1";"0.4";0;0;0;0;FALSE;0;0,7;"0.7";64;8;13;1;0;0;0;0;2;1;"0.7";"1.0";"1.0";FALSE;196;0;0;0;6;0;0;1;0;0;0;0;2;3;2017-04-11;"Tor Arne Andreassen";"Forsvar";"FKH"
52;"179304.jpg";"Stølås";3376;"a";179304;"Alexander";"Stølås";22;"";55;NA;NA;"0.5";"1.5";0;0;0;0;FALSE;0;4,1;"2.7";471;30;72;10;0;0;0;0;8;6;"2.7";"3.0";"3.0";FALSE;270;0;0;1;6;0;0;0;0;0;0;0;2;3;2017-04-11;"Alexander Stølås";"Forsvar";"FKH"
53;"224083.jpg";"Izuchukwu";3376;"i";224083;"Anthony";"Izuchukwu";15;"Korsbånd - Over sommeren";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,5;"0.0";219;5;21;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-04-11;"Anthony Izuchukwu";"Forsvar";"FKH"
54;"245578.jpg";"Knudsen";3376;"a";245578;"Fredrik";"Knudsen";4;"";50;NA;NA;"0.6";"1.8";0;0;0;0;FALSE;0;0,7;"3.0";74;14;5;10;0;0;0;0;9;9;"9.0";"3.0";"3.0";FALSE;90;0;0;1;0;0;0;0;0;0;3;0;2;3;2017-04-11;"Fredrik Knudsen";"Forsvar";"FKH"
55;"48513.jpg";"Huseklepp";3376;"a";48513;"Erik";"Huseklepp";10;"";85;NA;NA;"0.5";"1.5";0;0;0;0;FALSE;0;10;"4.3";677;343;98;180;0;0;0;0;13;6;"4.3";"4.0";"4.0";FALSE;270;0;2;1;6;0;0;0;0;0;0;0;3;3;2017-04-11;"Erik Huseklepp";"Midtbane";"FKH"
56;"67242.jpg";"Kiss";3376;"a";67242;"Filip";"Kiss";6;"";79;NA;NA;"0.3";"0.8";-1;-1;1;1;FALSE;0;1,9;"2.0";295;29;78;3;0;0;0;0;6;3;"2.0";"2.0";"2.0";FALSE;270;0;0;1;6;0;0;1;0;0;0;0;3;3;2017-04-11;"Filip Kiss";"Midtbane";"FKH"
57;"81788.jpg";"Mæland";3376;"a";81788;"Eirik";"Mæland";13;"";50;NA;NA;"0.2";"0.6";0;0;0;0;FALSE;0;0,7;"1.0";126;39;21;3;0;0;0;0;3;0;"3.0";"1.0";"1.0";FALSE;80;0;0;0;3;0;0;0;0;0;1;0;3;3;2017-04-11;"Eirik Mæland";"Midtbane";"FKH"
58;"118808.jpg";"Hajradinovic";3376;"a";118808;"Haris";"Hajradinovic";23;"";75;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;3,6;"2.3";364;69;94;5;0;0;0;0;7;3;"2.3";"2.0";"2.0";FALSE;270;0;0;1;6;0;0;0;0;0;0;0;3;3;2017-04-11;"Haris Hajradinovic";"Midtbane";"FKH"
59;"156595.jpg";"Tronstad";3376;"a";156595;"Sondre";"Tronstad";8;"";50;NA;NA;"0.4";"1.2";0;0;0;0;FALSE;0;1,1;"2.0";108;52;20;11;0;0;0;0;6;3;"2.0";"2.0";"2.0";FALSE;236;0;0;1;5;0;0;0;0;0;0;0;3;3;2017-04-11;"Sondre Tronstad";"Midtbane";"FKH"
60;"208396.jpg";"Kling";3376;"a";208396;"Robert";"Kling";29;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,8;"0.0";73;12;17;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-11;"Robert Kling";"Midtbane";"FKH"
61;"226887.jpg";"Horneland";3376;"a";226887;"Thomas";"Horneland";30;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";43;11;9;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-11;"Thomas Horneland";"Midtbane";"FKH"
62;"232031.jpg";"Gunnarshaug";3376;"a";232031;"Kristoff";"Gunnarshaug";31;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";34;5;6;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-11;"Kristoff Gunnarshaug";"Midtbane";"FKH"
63;"53370.jpg";"Abdi";3376;"a";53370;"Liban";"Abdi";7;"";60;NA;NA;"0.2";"0.7";0;0;0;0;FALSE;0;0,6;"1.3";209;26;7;13;0;0;0;0;4;5;"2.0";"1.0";"1.0";FALSE;132;1;0;1;3;0;0;1;1;0;1;0;4;3;2017-04-11;"Liban Abdi";"Angrep";"FKH"
64;"89368.jpg";"Gytkjær";3376;"a";89368;"Frederik";"Gytkjær";9;"";76;NA;NA;"0.9";"2.6";1;0;-1;0;FALSE;0;18,5;"6.7";480;4208;140;813;0;0;0;0;20;2;"6.7";"7.0";"7.0";FALSE;248;3;0;1;5;0;0;1;0;0;3;0;4;3;2017-04-11;"Frederik Gytkjær";"Angrep";"FKH"
65;"224084.jpg";"Shuaibu";3376;"a";224084;"Ibrahim";"Shuaibu";17;"";51;NA;NA;"1.7";"5.1";1;0;-1;0;TRUE;1;10,5;"8.7";190;5184;82;1227;0;0;0;0;26;6;"8.7";"9.0";"9.0";FALSE;270;3;2;1;6;0;0;0;0;0;2;0;4;3;2017-04-11;"Ibrahim Shuaibu";"Angrep";"FKH"
66;"224097.jpg";"Krygard";3376;"u";224097;"Kevin Martin";"Krygard";NA;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";126;4;15;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-04-11;"Kevin Martin Krygard";"Angrep";"FKH"
67;"247409.jpg";"Buduson";3376;"a";247409;"Johnny";"Buduson";20;"";49;NA;NA;"0.2";"0.6";-1;-1;1;1;FALSE;0;0,3;"1.0";64;20;14;2;0;0;0;0;3;1;"1.0";"1.0";"1.0";FALSE;32;0;0;0;1;0;0;0;0;0;0;0;4;3;2017-04-11;"Johnny Buduson";"Angrep";"FKH"
68;"247408.jpg";"Leite";3376;"i";247408;"Bruno";"Leite";16;"Strekk";59;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,4;"0.0";188;4;28;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-11;"Bruno Leite";"Midtbane";"FKH"
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";40;NA;NA;"0.8";"2.5";0;0;0;0;FALSE;0;14,7;"3.3";387;744;136;118;0;0;0;0;10;7;"3.3";"3.0";"3.0";FALSE;270;0;0;1;3;0;0;0;0;4;0;0;1;4;2017-04-11;"Sean McDermott";"Keeper";"KBK"
70;"81858.jpg";"Månsson";3835;"d";81858;"Conny";"Månsson";23;"Kneskade";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,6;"0.0";92;0;13;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-04-11;"Conny Månsson";"Keeper";"KBK"
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christofer";"Aasbak";3;"";44;NA;NA;"0.1";"0.2";-1;-1;1;1;FALSE;0;1,4;"0.3";236;12;30;0;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;45;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-11;"Christofer Aasbak";"Forsvar";"KBK"
