"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn";"first_team";"solution_full";"utvalgte";"solution_incremental"
67;"247409.jpg";"Buduson";3376;"a";247409;"Johnny";"Buduson";20;"";50;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;0,3;"1.0";42;14;23;10;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;22;0;0;0;1;0;0;0;0;0;0;0;4;3;2017-04-08;"Johnny Buduson";"Angrep";"FKH";0;0;"ikke valgt";0
68;"247408.jpg";"Leite";3376;"i";247408;"Bruno";"Leite";16;"Strekk";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";133;4;74;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-08;"Bruno Leite";"Midtbane";"FKH";0;0;"ikke valgt";0
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";40;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;14,8;"1.5";219;560;88;229;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;1;0;0;1;4;2017-04-08;"Sean McDermott";"Keeper";"KBK";0;0;"ikke valgt";0
70;"81858.jpg";"Månsson";3835;"d";81858;"Conny";"Månsson";23;"Kneskade";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,7;"0.0";76;0;24;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-04-08;"Conny Månsson";"Keeper";"KBK";0;0;"ikke valgt";0
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christofer";"Aasbak";3;"";45;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;1,5;"0.5";189;11;63;4;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;45;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-08;"Christofer Aasbak";"Forsvar";"KBK";0;0;"ikke valgt";0
72;"95512.jpg";"Dan Ulvestad";3835;"a";95512;"Dan Peter";"Ulvestad";5;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;2,1;"1.5";122;15;62;5;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;95;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-08;"Dan Peter Ulvestad";"Forsvar";"KBK";0;0;"ikke valgt";0
73;"156434.jpg";"Coly";3835;"a";156434;"Aliou";"Coly";99;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;3,8;"1.5";218;64;100;20;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-08;"Aliou Coly";"Forsvar";"KBK";0;0;"ikke valgt";0
74;"245729.jpg";"Sivertsen";3835;"i";245729;"Erlend";"Sivertsen";15;"Akillesskade - August";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";30;0;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-08;"Erlend Sivertsen";"Forsvar";"KBK";NA;0;"ikke valgt";0
75;"159994.jpg";"Gjesdal";3835;"a";159994;"Henrik ";"Gjesdal";25;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;0,6;"1.5";30;8;18;2;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-08;"Henrik  Gjesdal";"Forsvar";"KBK";0;0;"ikke valgt";0
76;"245731.jpg";"Bjerkås";3835;"a";245731;"Joakim";"Bjerkås";2;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;2,2;"0.0";152;8;55;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-08;"Joakim Bjerkås";"Forsvar";"KBK";0;0;"ikke valgt";0
77;"245735.jpg";"Nerland";3835;"u";245735;"Olav";"Mahle Nerland";49;"Utilgjengelig";40;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,9;"0.0";126;1;41;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-08;"Olav Mahle Nerland";"Forsvar";"KBK";0;0;"ikke valgt";0
78;"245733.jpg";"Hopmark";3835;"a";245733;"Andreas";"Hopmark";19;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;0,5;"1.5";17;7;9;2;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-08;"Andreas Hopmark";"Forsvar";"KBK";0;0;"ikke valgt";0
79;"63900.jpg";"Torske";3835;"a";63900;"Tor Erik";"Torske";6;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,7;"0.0";119;0;49;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-08;"Tor Erik Torske";"Midtbane";"KBK";0;0;"ikke valgt";0
80;"66338.jpg";"Kalludra";3835;"a";66338;"Liridon";"Kalludra";9;"";59;NA;NA;"0.2";"0.3";-1;-1;1;1;FALSE;0;1,1;"1.0";152;4;74;1;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;64;0;0;0;1;0;0;0;0;0;0;0;3;4;2017-04-08;"Liridon Kalludra";"Midtbane";"KBK";0;0;"ikke valgt";0
81;"92072.jpg";"Qaka";3835;"a";92072;"Kamer";"Qaka";92;"";60;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;5,5;"1.5";406;190;207;38;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;146;0;0;0;2;0;0;0;0;0;0;0;3;4;2017-04-08;"Kamer Qaka";"Midtbane";"KBK";0;0;"ikke valgt";0
82;"95511.jpg";"Økland";3835;"a";95511;"Sverre";"Økland";10;"";55;NA;NA;"0.4";"0.7";0;0;0;0;FALSE;0;0,8;"2.0";54;17;25;5;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;3;4;2017-04-08;"Sverre Økland";"Midtbane";"KBK";0;0;"ikke valgt";0
83;"95569.jpg";"Ulvestad";3835;"i";95569;"Pål Erik";"Ulvestad";8;"Overtråkk - 2 uker";50;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;0,9;"1.0";147;6;80;0;0;0;0;0;2;2;"2.0";"1.0";"1.0";FALSE;85;0;0;0;2;0;0;0;0;0;0;0;3;4;2017-04-08;"Pål Erik Ulvestad";"Midtbane";"KBK";0;0;"ikke valgt";0
84;"245730.jpg";"Sørli";3835;"a";245730;"Sondre";"Sørli";24;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;2,9;"1.5";108;323;61;134;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;1;0;0;0;0;3;4;2017-04-08;"Sondre Sørli";"Midtbane";"KBK";0;0;"ikke valgt";0
85;"245732.jpg";"Rodsand";3835;"u";245732;"Andreas";"Rodsand";21;"Utlån til 1. aug";50;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";17;0;11;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-08;"Andreas Rodsand";"Midtbane";"KBK";0;0;"ikke valgt";0
86;"245734.jpg";"Koksvik";3835;"u";245734;"Sigur";"Koksvik";34;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";47;2;13;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-08;"Sigur Koksvik";"Midtbane";"KBK";0;0;"ikke valgt";0
87;"245738.jpg";"Isaksen";3835;"a";245738;"Jesper";"Isaksen";18;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";34;9;13;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-08;"Jesper Isaksen";"Midtbane";"KBK";0;0;"ikke valgt";0
88;"41319.jpg";"Lekaj";3835;"a";41319;"Rocky";"Lekaj";7;"";59;NA;NA;"0.1";"0.2";-1;-1;1;1;FALSE;0;1,4;"0.5";334;12;143;5;0;0;0;0;1;0;"1.0";"1.0";"1.0";FALSE;5;0;0;0;0;0;0;0;0;0;0;0;4;4;2017-04-08;"Rocky Lekaj";"Angrep";"KBK";0;0;"ikke valgt";0
89;"206554.jpg";"Mendy";3835;"a";206554;"Jean Alassane";"Mendy";39;"";54;NA;NA;"0.1";"0.2";-1;-1;1;1;FALSE;0;1,5;"0.5";318;23;129;9;0;0;0;0;1;0;"1.0";"1.0";"1.0";FALSE;18;0;0;0;0;0;0;0;0;0;0;0;4;4;2017-04-08;"Jean Alassane Mendy";"Angrep";"KBK";0;0;"ikke valgt";0
90;"245736.jpg";"Bamba";3835;"i";245736;"Daouda";"Bamba";11;"Legg";63;NA;NA;"0.2";"0.3";-2;-1;2;1;FALSE;0;3;"1.0";1940;35;708;4;0;0;0;0;2;0;"2.0";"1.0";"1.0";FALSE;85;0;0;0;1;0;0;0;0;0;0;0;4;4;2017-04-08;"Daouda Bamba";"Angrep";"KBK";0;0;"ikke valgt";0
91;"245737.jpg";"Rønningen";3835;"a";245737;"Jonas";"Rønningen";16;"";55;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;0,2;"1.5";23;6;14;1;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;105;0;0;0;2;0;0;0;0;0;0;0;4;4;2017-04-08;"Jonas Rønningen";"Angrep";"KBK";0;0;"ikke valgt";0
92;"245739.jpg";"Bruseth";3835;"u";245739;"Adne";"Bruseth";48;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,6;"0.0";145;3;53;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2017-04-08;"Adne Bruseth";"Angrep";"KBK";0;0;"ikke valgt";0
93;"98733.jpg";"Stokke";3835;"a";98733;"Benjamin";"Stokke";20;"";50;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;0,8;"2.0";75;68;35;37;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;162;0;0;0;3;0;0;0;0;0;0;0;4;4;2017-04-08;"Benjamin Stokke";"Angrep";"KBK";0;0;"ikke valgt";0
94;"95016.jpg";"Baranov";3835;"a";95016;"Nikita";"Baranov";27;"";50;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;0,5;"0.5";49;2;11;0;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;90;0;0;0;2;0;0;0;0;0;0;0;2;4;2017-04-08;"Nikita Baranov";"Forsvar";"KBK";0;0;"ikke valgt";0
95;"34727.jpg";"Otieno Origi";305;"a";34727;"Arnold";"Otieno Origi";77;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;14,1;"0.0";1945;26;730;7;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2017-04-08;"Arnold Otieno Origi";"Keeper";"LSK";0;0;"ikke valgt";0
96;"208534.jpg";"Ødegaard";305;"a";208534;"Emil";"Ødegaard";29;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,7;"0.0";61;22;20;11;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2017-04-08;"Emil Ødegaard";"Keeper";"LSK";0;0;"ikke valgt";0
97;"3629.jpg";"Kippe";305;"a";3629;"Frode";"Kippe";13;"";49;NA;NA;"0.2";"0.4";-1;-1;1;1;FALSE;0;9,2;"1.0";1346;38;506;11;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;10;0;0;0;0;0;0;0;0;0;0;0;2;5;2017-04-08;"Frode Kippe";"Forsvar";"LSK";0;0;"ikke valgt";0
98;"98090.jpg";"Amundsen";305;"a";98090;"Marius";"Amundsen";4;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;6;"1.5";345;71;140;23;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;5;2017-04-08;"Marius Amundsen";"Forsvar";"LSK";0;0;"ikke valgt";0
99;"179305.jpg";"Kind Mikalsen";305;"a";179305;"Simen";"Kind Mikalsen";3;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;3,8;"1.5";326;47;103;15;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;5;2017-04-08;"Simen Kind Mikalsen";"Forsvar";"LSK";0;0;"ikke valgt";0
100;"225993.jpg";"Sinyan";305;"a";225993;"Sheriff";"Sinyan";19;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,4;"0.0";86;1;21;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2017-04-08;"Sheriff Sinyan";"Forsvar";"LSK";0;0;"ikke valgt";0
101;"247410.jpg";"Melgalvis";305;"a";247410;"Aleksander";"Melgalvis";33;"";45;NA;NA;"0.7";"1.3";0;0;0;0;FALSE;0;4,8;"3.0";137;1002;63;213;0;0;0;0;6;1;"3.0";"3.0";"3.0";FALSE;180;0;1;0;3;0;0;0;0;0;0;0;2;5;2017-04-08;"Aleksander Melgalvis";"Forsvar";"LSK";0;0;"ikke valgt";0
102;"202256.jpg";"Haakenstad";305;"a";202256;"Mats";"Haakenstad";2;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;2;"1.5";158;35;63;9;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;5;2017-04-08;"Mats Haakenstad";"Forsvar";"LSK";0;0;"ikke valgt";0
103;"61930.jpg";"Knudtzon";305;"a";61930;"Erling";"Knudtzon";11;"";80;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;6;"3.0";617;78;168;48;0;0;0;0;6;4;"3.0";"3.0";"3.0";FALSE;180;0;0;0;3;0;0;0;0;0;2;0;3;5;2017-04-08;"Erling Knudtzon";"Midtbane";"LSK";0;0;"ikke valgt";0
104;"192267.jpg";"Kolstad";305;"u";192267;"Jørgen";"Kolstad";17;"Utlån";50;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";55;0;15;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-08;"Jørgen Kolstad";"Midtbane";"LSK";NA;0;"ikke valgt";0
105;"193844.jpg";"Innocent";305;"a";193844;"Bonke";"Innocent";18;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;1,7;"0.0";407;10;153;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-08;"Bonke Innocent";"Midtbane";"LSK";0;0;"ikke valgt";0
106;"208025.jpg";"Krogstad";305;"a";208025;"Fredrik";"Krogstad";14;"";60;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;1,5;"2.0";201;25;95;9;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;171;0;0;0;3;0;0;0;0;0;0;0;3;5;2017-04-08;"Fredrik Krogstad";"Midtbane";"LSK";0;0;"ikke valgt";0
107;"210142.jpg";"Ifeanyi Matthew";305;"a";210142;"Ifeanyi";"Matthew";6;"";61;NA;NA;"1.3";"2.7";1;1;-1;-1;TRUE;1;11,8;"8.0";118;4428;42;3880;0;0;0;0;16;10;"8.0";"8.0";"8.0";FALSE;180;1;1;0;3;0;0;0;0;0;4;0;3;5;2017-04-08;"Ifeanyi Matthew";"Midtbane";"LSK";0;1;"best nå";0
108;"219232.jpg";"Olsen";305;"a";219232;"Petter Mathias";"Olsen";21;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,4;"0.0";52;4;21;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-08;"Petter Mathias Olsen";"Midtbane";"LSK";0;0;"ikke valgt";0
109;"224088.jpg";"Brenden";305;"a";224088;"Erik Næsbak";"Brenden";15;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,1;"0.0";16;0;4;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-08;"Erik Næsbak Brenden";"Midtbane";"LSK";0;0;"ikke valgt";0
110;"95532.jpg";"Rafn";305;"a";95532;"Simen";"Rafn";5;"";55;NA;NA;"0.4";"0.7";0;0;0;0;FALSE;0;0,6;"2.0";36;21;17;8;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;156;0;0;0;3;0;0;0;0;0;0;0;3;5;2017-04-08;"Simen Rafn";"Midtbane";"LSK";0;0;"ikke valgt";0
111;"63729.jpg";"Ajeti";305;"a";63729;"Bajram ";"Ajeti";9;"";63;NA;NA;"0.1";"0.2";-2;-1;2;1;FALSE;0;4;"0.5";1568;12;604;3;0;0;0;0;1;0;"1.0";"1.0";"1.0";FALSE;45;0;0;0;1;0;0;0;0;0;0;0;4;5;2017-04-08;"Bajram  Ajeti";"Angrep";"LSK";0;0;"ikke valgt";0
112;"101815.jpg";"Malec";305;"a";101815;"Tomas";"Malec";7;"";64;NA;NA;"0.3";"0.6";-1;-1;1;1;FALSE;0;5;"2.0";1148;114;376;61;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;4;5;2017-04-08;"Tomas Malec";"Angrep";"LSK";0;0;"ikke valgt";0
113;"15724.jpg";"Grahn";305;"u";15724;"Tobias ";"Grahn";16;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";97;0;40;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2017-04-08;"Tobias  Grahn";"Angrep";"LSK";0;0;"ikke valgt";0
114;"111558.jpg";"Antonijevic";305;"a";111558;"Stefan";"Antonijevic";22;"";45;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;0,2;"0.5";31;1;11;0;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;1;0;0;0;0;0;0;0;0;0;0;0;2;5;2017-04-08;"Stefan Antonijevic";"Forsvar";"LSK";0;0;"ikke valgt";0
115;"28113.jpg";"Fernandes";305;"a";28113;"Daniel";"Fernandes";1;"";40;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;17,5;"1.5";126;1047;55;387;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;3;0;0;1;5;2017-04-08;"Daniel Fernandes";"Keeper";"LSK";0;0;"ikke valgt";0
116;"111778.jpg";"Linde";203;"a";111778;"Andreas";"Linde";1;"";55;NA;NA;"0.7";"1.5";0;0;0;0;FALSE;0;8,7;"4.0";234;358;126;116;0;0;0;0;8;3;"4.0";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;1;0;4;0;0;1;6;2017-04-08;"Andreas Linde";"Keeper";"MOL";0;1;"best nå";0
117;"215367.jpg";"Neydson";203;"a";215367;"Neydson";"da Silva";34;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";28;2;10;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;6;2017-04-08;"Neydson da Silva";"Keeper";"MOL";0;0;"ikke valgt";0
118;"39707.jpg";"Rindarøy";203;"a";39707;"Knut Olav";"Rindarøy";23;"";55;NA;NA;"0.7";"1.5";0;0;0;0;FALSE;0;13,1;"4.0";392;696;290;61;0;0;0;0;8;2;"4.0";"4.0";"4.0";FALSE;154;0;0;1;1;0;0;0;0;0;0;0;2;6;2017-04-08;"Knut Olav Rindarøy";"Forsvar";"MOL";0;0;"ikke valgt";0
119;"40646.jpg";"Toivio";203;"a";40646;"Joona";"Toivio";5;"";59;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;8,7;"0.0";2390;19;882;7;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-08;"Joona Toivio";"Forsvar";"MOL";0;0;"ikke valgt";0
120;"61983.jpg";"Gabrielsen";203;"a";61983;"Ruben";"Gabrielsen";4;"";60;NA;NA;"0.7";"1.3";0;0;0;0;FALSE;0;15,7;"4.0";428;500;325;78;0;0;0;0;8;2;"4.0";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;0;0;0;0;0;2;6;2017-04-08;"Ruben Gabrielsen";"Forsvar";"MOL";0;0;"ikke valgt";0
121;"114566.jpg";"Remmer";203;"a";114566;"Christoffer";"Remmer";22;"";55;NA;NA;"0.6";"1.3";0;0;0;0;FALSE;0;1,8;"3.5";71;64;49;7;0;0;0;0;7;2;"3.5";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;1;0;0;0;0;2;6;2017-04-08;"Christoffer Remmer";"Forsvar";"MOL";0;0;"ikke valgt";0
122;"139511.jpg";"Rindarøy";203;"a";139511;"Ole Martin";"Rindarøy";3;"";49;NA;NA;"0.1";"0.2";-1;-1;1;1;FALSE;0;2,9;"0.5";510;31;114;5;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;26;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-08;"Ole Martin Rindarøy";"Forsvar";"MOL";0;0;"ikke valgt";0
123;"141947.jpg";"Ssewankambo";203;"a";141947;"Isak";"Ssewankambo";2;"";54;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;1;"0.0";184;4;50;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-08;"Isak Ssewankambo";"Forsvar";"MOL";0;0;"ikke valgt";0
124;"165824.jpg";"Sonni Nattestad";203;"i";165824;"Sonni Ragnar";"Nattestad";15;"Akilles";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";91;2;46;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-08;"Sonni Ragnar Nattestad";"Forsvar";"MOL";0;0;"ikke valgt";0
125;"215661.jpg";"Ove Roseth";203;"i";215661;"Martin";"Ove Roseth";27;"Kne";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";43;4;29;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-08;"Martin Ove Roseth";"Forsvar";"MOL";0;0;"ikke valgt";0
126;"223357.jpg";"Strande";203;"a";223357;"Kristian";"Strande";29;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;2,1;"0.0";182;30;72;6;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-08;"Kristian Strande";"Forsvar";"MOL";0;0;"ikke valgt";0
127;"166372.jpg";"Gregersen";203;"a";166372;"Stian";"Gregersen";6;"";51;NA;NA;"1.5";"3.0";1;1;-1;-1;TRUE;0;7,1;"7.5";117;2288;75;1123;0;0;0;0;15;8;"7.5";"8.0";"8.0";FALSE;180;1;0;1;1;0;0;0;0;0;1;0;2;6;2017-04-08;"Stian Gregersen";"Forsvar";"MOL";0;1;"best nå";0
128;"61849.jpg";"Mostrøm";203;"i";61849;"Mattias";"Mostrøm";9;"Ankel";64;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;3,4;"0.0";1533;18;736;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-08;"Mattias Mostrøm";"Midtbane";"MOL";0;0;"ikke valgt";0
129;"115935.jpg";"Sarr";203;"a";115935;"Babacar";"Sarr";8;"";50;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;4,7;"2.0";284;405;152;107;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;180;0;0;1;1;0;0;1;0;0;0;0;3;6;2017-04-08;"Babacar Sarr";"Midtbane";"MOL";0;0;"ikke valgt";0
130;"134103.jpg";"Aursnes";203;"a";134103;"Fredrik";"Aursnes";17;"";79;NA;NA;"0.1";"0.3";-1;-1;1;1;FALSE;0;1,5;"1.0";273;9;115;1;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;37;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-08;"Fredrik Aursnes";"Midtbane";"MOL";0;0;"ikke valgt";0
131;"134330.jpg";"Hestad";203;"a";134330;"Eirik";"Hestad";19;"";75;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;3,5;"1.5";296;159;213;7;0;0;0;0;3;0;"3.0";"2.0";"2.0";FALSE;78;0;0;1;0;0;0;0;0;0;0;0;3;6;2017-04-08;"Eirik Hestad";"Midtbane";"MOL";0;0;"ikke valgt";0
132;"161268.jpg";"Svendsen";203;"a";161268;"Sander";"Svendsen";11;"";85;NA;NA;"0.5";"1.1";0;0;0;0;FALSE;0;13,4;"4.5";865;444;242;310;0;0;0;0;9;8;"4.5";"5.0";"5.0";FALSE;148;1;0;0;1;0;0;0;0;0;1;0;3;6;2017-04-08;"Sander Svendsen";"Midtbane";"MOL";1;0;"førstelag";1
133;"182321.jpg";"Strand";203;"a";182321;"Petter";"Strand";14;"";80;NA;NA;"0.4";"0.9";0;0;0;0;FALSE;0;3,4;"3.5";181;502;149;66;0;0;0;0;7;2;"3.5";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;0;0;0;2;0;3;6;2017-04-08;"Petter Strand";"Midtbane";"MOL";0;0;"ikke valgt";0
134;"195572.jpg";"Diop";203;"i";195572;"Amidou";"Diop";18;"Kne";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";129;7;64;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-08;"Amidou Diop";"Midtbane";"MOL";0;0;"ikke valgt";0
