"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn";"first_team";"solution_full";"utvalgte";"solution_incremental"
135;"215843.jpg";"Svendsen";203;"a";215843;"Tobias Hammer";"Svendsen";21;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;1,5;"0.0";246;37;93;11;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-08;"Tobias Hammer Svendsen";"Midtbane";"MOL";0;0;"ikke valgt";0
136;"225140.jpg";"Unachi Ekpe";3835;"a";225140;"Thompson";"Unachi Ekpe";4;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,6;"0.0";47;5;20;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-08;"Thompson Unachi Ekpe";"Midtbane";"KBK";0;0;"ikke valgt";0
137;"61972.jpg";"Sigurdarson";203;"a";61972;"Björn";"Sigurdarson";10;"";90;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;20,8;"3.5";1488;1306;1167;136;0;0;0;0;7;2;"3.5";"4.0";"4.0";FALSE;180;0;1;1;1;0;0;0;0;0;0;0;4;6;2017-04-08;"Björn Sigurdarson";"Angrep";"MOL";0;0;"ikke valgt";0
138;"105097.jpg";"Brustad";203;"a";105097;"Fredrik";"Brustad";33;"";75;NA;NA;"0.7";"1.3";0;0;0;0;FALSE;0;7,2;"5.0";627;1388;533;159;0;0;0;0;10;1;"5.0";"5.0";"5.0";FALSE;87;1;0;1;0;0;0;0;0;0;3;0;4;6;2017-04-08;"Fredrik Brustad";"Angrep";"MOL";0;0;"ikke valgt";0
139;"223959.jpg";"Amang";203;"a";223959;"Thomas";"Amang";20;"";59;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,5;"0.0";130;8;40;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;6;2017-04-08;"Thomas Amang";"Angrep";"MOL";0;0;"ikke valgt";0
140;"227291.jpg";"Karlsson";203;"a";227291;"Óttar Magnús";"Karlsson";25;"";80;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;4;"3.0";489;42;114;11;0;0;0;0;6;5;"3.0";"3.0";"3.0";FALSE;97;0;1;0;1;0;0;0;0;0;0;0;4;6;2017-04-08;"Óttar Magnús Karlsson";"Angrep";"MOL";0;0;"ikke valgt";0
141;"247411.jpg";"Markovic";203;"a";247411;"Eman";"Markovic";24;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,9;"0.0";89;12;34;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-08;"Eman Markovic";"Midtbane";"MOL";0;0;"ikke valgt";0
142;"223094.jpg";"Braut Håland";203;"a";223094;"Erling";"Braut Håland";30;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";57;17;24;7;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;6;2017-04-08;"Erling Braut Håland";"Angrep";"MOL";0;0;"ikke valgt";0
143;"95501.jpg";"Hussain";203;"a";95501;"Etzaz";"Hussain";16;"";60;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;16,4;"1.5";2210;126;1056;23;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;93;0;0;0;1;0;0;0;0;0;0;0;3;6;2017-04-08;"Etzaz Hussain";"Midtbane";"MOL";1;0;"førstelag";1
144;"156550.jpg";"Rossbach";307;"a";156550;"Sondre";"Rossbach";1;"";55;NA;NA;"0.6";"1.3";0;0;0;0;FALSE;0;25,3;"3.5";518;598;177;247;0;0;0;0;7;6;"3.5";"4.0";"4.0";FALSE;180;0;0;1;3;0;0;0;0;4;0;0;1;7;2017-04-08;"Sondre Rossbach";"Keeper";"ODD";1;0;"førstelag";1
145;"171682.jpg";"Myhra";307;"a";171682;"Viljar";"Myhra";12;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";21;2;8;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;7;2017-04-08;"Viljar Myhra";"Keeper";"ODD";0;0;"ikke valgt";0
146;"42549.jpg";"Ruud";307;"a";42549;"Espen";"Ruud";2;"";65;NA;NA;"0.5";"0.9";0;0;0;0;FALSE;0;37,6;"3.0";444;808;200;216;0;0;0;0;6;5;"3.0";"3.0";"3.0";FALSE;180;0;0;1;3;0;0;1;0;0;0;0;2;7;2017-04-08;"Espen Ruud";"Forsvar";"ODD";1;0;"førstelag";1
147;"62005.jpg";"Semb Berge";307;"a";62005;"Fredrik";"Semb Berge";16;"";60;NA;NA;"0.7";"1.3";0;0;0;0;FALSE;1;16,6;"4.0";318;434;53;239;0;0;0;0;8;9;"4.0";"4.0";"4.0";FALSE;180;0;1;1;3;0;0;0;0;0;0;1;2;7;2017-04-08;"Fredrik Semb Berge";"Forsvar";"ODD";0;0;"ikke valgt";0
148;"62009.jpg";"Hagen";307;"a";62009;"Steffen";"Hagen";21;"";60;NA;NA;"0.6";"1.2";0;0;0;0;FALSE;0;7;"3.5";142;86;48;15;0;0;0;0;7;6;"3.5";"4.0";"4.0";FALSE;180;0;0;1;3;0;0;0;0;0;0;0;2;7;2017-04-08;"Steffen Hagen";"Forsvar";"ODD";0;0;"ikke valgt";0
149;"81784.jpg";"Nilsen";307;"a";81784;"Joakim Våge";"Nilsen";18;"";55;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;2,3;"1.5";133;431;103;14;0;0;0;0;3;0;"1.5";"2.0";"2.0";FALSE;135;0;0;0;3;0;0;1;0;0;2;0;2;7;2017-04-08;"Joakim Våge Nilsen";"Forsvar";"ODD";0;0;"ikke valgt";0
150;"116099.jpg";"Grøgaard";307;"a";116099;"Thomas";"Grøgaard";5;"";56;NA;NA;"1.4";"2.9";1;1;-1;-1;TRUE;1;8,1;"8.0";98;1823;27;1677;0;0;0;0;16;15;"8.0";"8.0";"8.0";FALSE;180;1;0;1;3;0;0;0;0;0;3;0;2;7;2017-04-08;"Thomas Grøgaard";"Forsvar";"ODD";0;1;"best nå";0
151;"171023.jpg";"Bergan";307;"a";171023;"Vegard";"Bergan";4;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";46;5;23;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;7;2017-04-08;"Vegard Bergan";"Forsvar";"ODD";0;0;"ikke valgt";0
152;"223963.jpg";"Eikeng";307;"a";223963;"Erik";"Eikeng";22;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";26;4;12;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;7;2017-04-08;"Erik Eikeng";"Forsvar";"ODD";0;0;"ikke valgt";0
153;"227411.jpg";"Kitolano";307;"a";227411;"John";"Kitolano";25;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";17;2;5;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;7;2017-04-08;"John Kitolano";"Forsvar";"ODD";0;0;"ikke valgt";0
154;"18789.jpg";"Gashi";307;"a";18789;"Ardian";"Gashi";3;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;6,7;"0.0";707;40;363;13;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-08;"Ardian Gashi";"Midtbane";"ODD";1;0;"førstelag";1
155;"61989.jpg";"Nordkvelle";307;"a";61989;"Fredrik";"Nordkvelle";14;"";90;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;9,6;"2.5";390;487;240;65;0;0;0;0;5;3;"2.5";"3.0";"3.0";FALSE;180;0;0;1;3;0;0;0;0;0;0;0;3;7;2017-04-08;"Fredrik Nordkvelle";"Midtbane";"ODD";0;0;"ikke valgt";0
156;"62070.jpg";"Samuelsen";307;"i";62070;"Jone";"Samuelsen";8;"Fot";79;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;4,2;"0.0";961;30;521;6;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-08;"Jone Samuelsen";"Midtbane";"ODD";0;0;"ikke valgt";0
157;"111716.jpg";"Broberg";307;"a";111716;"Martin";"Broberg";7;"";65;NA;NA;"0.2";"0.5";0;0;0;0;FALSE;0;0,5;"1.5";41;41;15;13;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;94;0;0;1;1;0;0;1;0;0;0;0;3;7;2017-04-08;"Martin Broberg";"Midtbane";"ODD";0;0;"ikke valgt";0
158;"111819.jpg";"Jensen";307;"a";111819;"Fredrik Oldrup";"Jensen";20;"";55;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;1,7;"0.5";182;44;68;10;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;45;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-08;"Fredrik Oldrup Jensen";"Midtbane";"ODD";0;0;"ikke valgt";0
159;"118237.jpg";"Berg";307;"a";118237;"Oliver";"Berg";6;"";60;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;0,9;"1.5";55;194;42;6;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;86;0;0;0;2;0;0;0;0;0;0;0;3;7;2017-04-08;"Oliver Berg";"Midtbane";"ODD";0;0;"ikke valgt";0
160;"153580.jpg";"Messoudi";307;"a";153580;"Zakaria";"Messoudi";19;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";26;2;10;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-08;"Zakaria Messoudi";"Midtbane";"ODD";0;0;"ikke valgt";0
161;"206930.jpg";"Zekhnini";307;"a";206930;"Rafik";"Zekhnini";11;"";85;NA;NA;"0.4";"0.7";0;0;0;0;FALSE;0;22;"3.0";972;1030;377;207;0;0;0;0;6;4;"3.0";"3.0";"3.0";FALSE;93;0;1;0;2;0;0;0;0;0;0;0;3;7;2017-04-08;"Rafik Zekhnini";"Midtbane";"ODD";0;0;"ikke valgt";0
162;"228900.jpg";"Kaasa";307;"a";228900;"Markus";"Kaasa";29;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";18;4;8;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-08;"Markus Kaasa";"Midtbane";"ODD";0;0;"ikke valgt";0
163;"230431.jpg";"Mladenovic";307;"a";230431;"Stefan";"Mladenovic";13;"";55;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;0,2;"0.5";25;19;12;0;0;0;0;0;1;0;"1.0";"1.0";"1.0";FALSE;11;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-08;"Stefan Mladenovic";"Midtbane";"ODD";0;0;"ikke valgt";0
164;"62816.jpg";"Riku Riski";307;"a";62816;"Riku";"Riski";24;"";70;NA;NA;"0.5";"1.0";0;0;0;0;FALSE;0;6,5;"3.5";216;789;96;330;0;0;0;0;7;5;"3.5";"4.0";"4.0";FALSE;169;0;0;1;3;0;0;0;0;0;2;0;3;7;2017-04-08;"Riku Riski";"Midtbane";"ODD";0;0;"ikke valgt";0
165;"39723.jpg";"Diouf";307;"d";39723;"Pape Pate";"Diouf";27;"Lår - 75% sjanse for å spille";75;NA;NA;"0.1";"0.3";0;0;0;0;FALSE;0;3,1;"1.0";298;41;157;3;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;87;0;0;0;1;0;0;0;0;0;0;0;3;7;2017-04-08;"Pape Pate Diouf";"Midtbane";"ODD";0;0;"ikke valgt";0
166;"34339.jpg";"Occean";307;"a";34339;"Olivier";"Occean";10;"";100;NA;NA;"0.5";"0.9";0;0;0;0;FALSE;0;8,7;"4.5";403;1232;156;326;0;0;0;0;9;7;"4.5";"5.0";"5.0";FALSE;180;1;0;1;3;0;0;0;0;0;1;0;4;7;2017-04-08;"Olivier Occean";"Angrep";"ODD";0;0;"ikke valgt";0
167;"221242.jpg";"Haugen";307;"a";221242;"Sigurd";"Haugen";15;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";54;10;27;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;7;2017-04-08;"Sigurd Haugen";"Angrep";"ODD";0;0;"ikke valgt";0
168;"88374.jpg";"Agdestein";307;"a";88374;"Torbjorn";"Agdestein";9;"";79;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;4,4;"0.0";1194;47;487;6;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;7;2017-04-08;"Torbjorn Agdestein";"Angrep";"ODD";0;0;"ikke valgt";0
169;"61984.jpg";"Hansen";197;"a";61984;"André";"Hansen";1;"";55;NA;NA;"1.1";"2.2";0;0;0;0;TRUE;1;32;"6.0";385;1032;158;459;0;0;0;0;12;6;"6.0";"6.0";"6.0";FALSE;180;0;0;2;0;0;0;0;0;2;0;0;1;8;2017-04-08;"André Hansen";"Keeper";"RBK";1;1;"begge";1
170;"95513.jpg";"Østbø";197;"a";95513;"Arild";"Østbø";24;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";44;3;15;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;8;2017-04-08;"Arild Østbø";"Keeper";"RBK";0;0;"ikke valgt";0
171;"217243.jpg";"Lund";197;"u";217243;"Julian";"Faye Lund";33;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";29;1;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;8;2017-04-08;"Julian Faye Lund";"Keeper";"RBK";0;0;"ikke valgt";0
172;"56002.jpg";"Reginiussen";197;"a";56002;"Tore";"Reginiussen";4;"";60;NA;NA;"1.0";"2.0";0;0;0;0;FALSE;0;26,7;"6.0";475;952;207;406;0;0;0;0;12;6;"6.0";"6.0";"6.0";FALSE;180;0;0;2;0;0;0;0;0;0;0;0;2;8;2017-04-08;"Tore Reginiussen";"Forsvar";"RBK";0;0;"ikke valgt";0
173;"61885.jpg";"Bjørdal";197;"a";61885;"Johan";"Bjørdal";14;"";54;NA;NA;"0.1";"0.2";-1;-1;1;1;FALSE;0;1,6;"0.5";241;10;141;2;0;0;0;0;1;0;"1.0";"1.0";"1.0";FALSE;45;0;0;0;0;0;0;0;0;0;0;0;2;8;2017-04-08;"Johan Bjørdal";"Forsvar";"RBK";0;0;"ikke valgt";0
174;"63800.jpg";"Skjelvik";197;"a";63800;"Jørgen";"Skjelvik";16;"";60;NA;NA;"0.5";"1.0";0;0;0;0;FALSE;0;10,1;"3.0";532;245;377;18;0;0;0;0;6;0;"6.0";"3.0";"3.0";FALSE;90;0;0;1;0;0;0;0;0;0;0;0;2;8;2017-04-08;"Jørgen Skjelvik";"Forsvar";"RBK";0;0;"ikke valgt";0
175;"193761.jpg";"Gersbach";197;"a";193761;"Alex";"Gersbach";20;"";55;NA;NA;"0.5";"1.1";0;0;0;0;FALSE;0;1,7;"3.0";189;41;34;19;0;0;0;0;6;6;"3.0";"3.0";"3.0";FALSE;135;0;0;1;0;0;0;1;0;0;0;0;2;8;2017-04-08;"Alex Gersbach";"Forsvar";"RBK";0;0;"ikke valgt";0
176;"205454.jpg";"Rasmussen";197;"a";205454;"Jacob";"Rasmussen";5;"";55;NA;NA;"0.8";"1.6";0;0;0;0;FALSE;1;0,9;"4.5";111;54;17;50;0;0;0;0;9;9;"9.0";"5.0";"5.0";FALSE;90;0;0;1;0;0;0;0;0;0;3;0;2;8;2017-04-08;"Jacob Rasmussen";"Forsvar";"RBK";0;0;"ikke valgt";0
177;"216168.jpg";"Dahl Reitan";197;"a";216168;"Erlend";"Dahl Reitan";32;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,3;"0.0";73;2;28;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2017-04-08;"Erlend Dahl Reitan";"Forsvar";"RBK";0;0;"ikke valgt";0
178;"197498.jpg";"Meling";197;"d";197498;"Birger";"Meling";3;"Hjernerystelse";64;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;3,2;"0.0";1143;4;301;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2017-04-08;"Birger Meling";"Forsvar";"RBK";0;0;"ikke valgt";0
179;"54375.jpg";"Konradsen";197;"a";54375;"Anders";"Konradsen";8;"";70;NA;NA;"0.4";"0.7";0;0;0;0;FALSE;0;6,7;"2.5";418;203;223;39;0;0;0;0;5;2;"2.5";"3.0";"3.0";FALSE;180;0;0;2;0;0;0;1;0;0;0;0;3;8;2017-04-08;"Anders Konradsen";"Midtbane";"RBK";0;0;"ikke valgt";0
180;"61830.jpg";"Helland";197;"a";61830;"Pål";"Helland";23;"";110;NA;NA;"0.5";"1.1";0;0;0;0;FALSE;0;32,4;"6.0";739;590;214;297;0;0;0;0;12;6;"6.0";"6.0";"6.0";FALSE;90;1;1;1;0;0;0;0;0;0;0;0;3;8;2017-04-08;"Pål Helland";"Midtbane";"RBK";0;0;"ikke valgt";0
181;"69893.jpg";"Jensen";197;"a";69893;"Mike";"Jensen";7;"";105;NA;NA;"0.8";"1.5";0;0;0;0;TRUE;1;28,3;"8.0";246;1741;134;589;0;0;0;0;16;4;"8.0";"8.0";"8.0";FALSE;180;0;2;2;0;0;0;0;0;0;4;0;3;8;2017-04-08;"Mike Jensen";"Midtbane";"RBK";0;1;"best nå";0
182;"83510.jpg";"Thorarinsson";197;"u";83510;"Gudmundur";"Thorarinsson";NA;"Solgt til Norrköping";60;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0;"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-08;"Gudmundur Thorarinsson";"Midtbane";"RBK";NA;0;"ikke valgt";0
183;"86463.jpg";"Stamnestrø";197;"i";86463;"Magnus";"Stamnestrø";18;"Kneskade - ute i 4-5 mnd";54;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,1;"0.0";28;0;7;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-08;"Magnus Stamnestrø";"Midtbane";"RBK";NA;0;"ikke valgt";0
184;"87100.jpg";"Midtsjø";197;"a";87100;"Fredrik";"Midtsjø";21;"";85;NA;NA;"0.5";"1.1";0;0;0;0;FALSE;0;26,4;"4.5";1393;462;504;141;0;0;0;0;9;6;"4.5";"5.0";"5.0";FALSE;152;0;1;2;0;0;0;0;0;0;0;0;3;8;2017-04-08;"Fredrik Midtsjø";"Midtbane";"RBK";1;0;"førstelag";1
185;"95519.jpg";"de Lanlay";197;"i";95519;"Yann-Erik";"de Lanlay";11;"Kne - Antatt tilbake i juli";84;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,8;"0.0";496;0;104;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-08;"Yann-Erik de Lanlay";"Midtbane";"RBK";NA;0;"ikke valgt";0
186;"95581.jpg";"Rashani";197;"i";95581;"Elbasan";"Rashani";15;"Ukjent";79;NA;NA;"0.1";"0.3";-1;-1;1;1;FALSE;0;0,7;"1.0";175;31;77;7;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;30;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-08;"Elbasan Rashani";"Midtbane";"RBK";0;0;"ikke valgt";0
187;"141176.jpg";"Jevtovic";197;"a";141176;"Milan";"Jevtovic";26;"";77;NA;NA;"0.9";"1.8";2;1;-2;-1;FALSE;1;11,7;"7.0";208;3624;116;1123;0;0;0;0;14;6;"7.0";"7.0";"7.0";FALSE;154;1;1;2;0;0;0;0;0;0;0;0;3;8;2017-04-08;"Milan Jevtovic";"Midtbane";"RBK";0;1;"best nå";0
188;"179306.jpg";"Lundemo";197;"i";179306;"Marius";"Lundemo";25;"Ankel - Antatt tilbake i mai";64;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,2;"0.0";74;1;21;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-08;"Marius Lundemo";"Midtbane";"RBK";NA;0;"ikke valgt";0
189;"184368.jpg";"Sæter";197;"n";184368;"John Hou";"Sæter";17;"Sykdom";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";18;1;7;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-08;"John Hou Sæter";"Midtbane";"RBK";0;0;"ikke valgt";0
190;"55896.jpg";"Vilhjálmsson";197;"a";55896;"Matthías";"Vilhjálmsson";10;"";84;NA;NA;"0.5";"1.0";-1;-1;1;1;FALSE;0;2,5;"4.0";531;153;123;49;0;0;0;0;8;8;"8.0";"4.0";"4.0";FALSE;90;1;0;1;0;0;0;0;0;0;2;0;4;8;2017-04-08;"Matthías Vilhjálmsson";"Angrep";"RBK";0;0;"ikke valgt";0
191;"81888.jpg";"Bakenga";197;"a";81888;"Mushaga";"Bakenga";27;"";104;NA;NA;"0.1";"0.3";-1;-1;1;1;FALSE;0;4;"1.5";1082;100;380;17;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;86;0;0;1;0;0;0;0;0;0;0;0;4;8;2017-04-08;"Mushaga Bakenga";"Angrep";"RBK";0;0;"ikke valgt";0
192;"200813.jpg";"Helmersen";197;"i";200813;"Andreas";"Helmersen";19;"Kne - Antatt tilbake i september";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";28;1;8;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;8;2017-04-08;"Andreas Helmersen";"Angrep";"RBK";NA;0;"ikke valgt";0
193;"55746.jpg";"Hedenstad";197;"a";55746;"Vegar";"Hedenstad";2;"";65;NA;NA;"1.1";"2.2";0;0;0;0;FALSE;0;15,8;"7.0";285;818;102;450;0;0;0;0;14;8;"7.0";"7.0";"7.0";FALSE;180;0;1;2;0;0;0;1;0;0;0;0;2;8;2017-04-08;"Vegar Hedenstad";"Forsvar";"RBK";0;0;"ikke valgt";0
194;"27697.jpg";"Bendtner";197;"a";27697;"Nicklas";"Bendtner";9;"";125;NA;NA;"0.5";"1.0";0;0;0;0;FALSE;0;48,9;"6.0";542;2219;120;1191;0;0;0;0;12;5;"6.0";"6.0";"6.0";FALSE;118;2;0;1;0;0;0;0;0;0;1;0;4;8;2017-04-08;"Nicklas Bendtner";"Angrep";"RBK";1;0;"førstelag";1
195;"96134.jpg";"Øvretveit";3334;"a";96134;"Øystein";"Øvretveit";12;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;2,2;"0.0";60;24;19;6;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;9;2017-04-08;"Øystein Øvretveit";"Keeper";"SAN";0;0;"ikke valgt";0
196;"97669.jpg";"Jónsson";3334;"a";97669;"Ingvar";"Jónsson";1;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;0,7;"1.5";20;14;5;4;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;5;0;0;0;0;3;0;0;1;9;2017-04-08;"Ingvar Jónsson";"Keeper";"SAN";0;0;"ikke valgt";0
197;"27772.jpg";"Gabrielsen";3334;"d";27772;"Alexander";"Gabrielsen";5;"Strekk - 75% sjanse for å spille";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";94;0;34;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;9;2017-04-08;"Alexander Gabrielsen";"Forsvar";"SAN";0;0;"ikke valgt";0
198;"95529.jpg";"Grorud";3334;"d";95529;"Lars";"Grorud";2;"Strekk - 75% sjanse for å spille";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";32;2;15;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;9;2017-04-08;"Lars Grorud";"Forsvar";"SAN";0;0;"ikke valgt";0
199;"164630.jpg";"Olsen Solberg";3334;"a";164630;"Joachim";"Olsen Solberg";17;"";45;NA;NA;"-0.1";"-0.2";0;0;0;0;FALSE;0;1,3;"-0.5";120;16;64;2;0;0;0;0;-1;0;"-1.0";"0.0";"0.0";FALSE;90;0;0;0;2;0;0;0;0;0;0;1;2;9;2017-04-08;"Joachim Olsen Solberg";"Forsvar";"SAN";0;0;"ikke valgt";0
200;"247787.jpg";"Jablinski";3334;"a";247787;"Kevin";"Jablinski";20;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,1;"0.0";75;4;35;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;9;2017-04-08;"Kevin Jablinski";"Forsvar";"SAN";0;0;"ikke valgt";0
201;"202252.jpg";"Hansen";3334;"a";202252;"Christer";"Hansen";4;"";45;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;0,3;"1.0";17;7;13;3;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;180;0;0;0;5;0;0;0;0;0;0;0;2;9;2017-04-08;"Christer Hansen";"Forsvar";"SAN";0;0;"ikke valgt";0
202;"225872.jpg";"Gana Kane";3334;"a";225872;"El-Hadji";"Gana Kane";16;"";40;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;1,8;"1.0";70;253;24;79;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;176;0;0;0;5;0;0;0;0;0;0;0;2;9;2017-04-08;"El-Hadji Gana Kane";"Forsvar";"SAN";0;0;"ikke valgt";0
