"id";"kickoff_time";"kickoff_time_formatted";"team_h_score";"team_a_score";"was_home";"round";"total_points";"value";"transfers_balance";"selected";"transfers_in";"transfers_out";"loaned_in";"loaned_out";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element";"fixture";"opponent_team";"id_player";"dato"
436;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;1;55;-129;1952;18;147;0;0;90;0;0;0;3;0;0;0;0;0;0;0;6;9;10;6;2017-04-18
868;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;5;55;-219;1746;3;222;0;0;90;0;1;0;1;0;0;0;0;0;0;0;6;21;13;6;2017-04-18
1300;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;2;54;-51;1712;48;99;0;0;90;0;0;0;1;0;0;0;0;0;0;0;6;25;5;6;2017-04-18
7;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;45;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;12;7;2017-04-18
437;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;45;-32;329;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;10;7;2017-04-18
869;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;45;-32;299;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;21;13;7;2017-04-18
1301;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;44;-28;272;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;25;5;7;2017-04-18
8;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;45;0;849;0;0;0;0;90;0;0;0;3;0;0;1;0;0;0;0;8;5;12;8;2017-04-18
438;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;45;-60;843;2;62;0;0;27;0;0;0;2;0;0;0;0;0;0;0;8;9;10;8;2017-04-18
870;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;45;-65;783;1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;21;13;8;2017-04-18
1302;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;44;-59;725;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;25;5;8;2017-04-18
9;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;50;0;608;0;0;0;0;45;0;0;0;2;0;0;0;0;0;0;0;9;5;12;9;2017-04-18
439;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;50;-68;564;3;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;10;9;2017-04-18
871;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;1;49;-83;485;2;85;0;0;54;0;0;0;1;0;0;0;0;0;0;0;9;21;13;9;2017-04-18
1303;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;8;49;-45;440;0;45;0;0;90;1;0;0;1;0;0;0;0;0;0;0;9;25;5;9;2017-04-18
10;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;40;0;2658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;12;10;2017-04-18
440;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;40;-132;2668;19;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;10;10;2017-04-18
872;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;40;-142;2542;15;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;21;13;10;2017-04-18
1304;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;40;-163;2387;2;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;25;5;10;2017-04-18
11;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;40;0;812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;12;11;2017-04-18
441;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;40;-30;814;5;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;10;11;2017-04-18
873;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;40;-39;781;2;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;21;13;11;2017-04-18
1305;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;40;-30;754;4;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;25;5;11;2017-04-18
12;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;2;60;0;4162;0;0;0;0;60;0;0;0;3;0;0;0;0;0;0;0;12;5;12;12;2017-04-18
442;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;2;60;-159;4451;71;230;0;0;90;0;0;0;3;0;0;0;0;0;0;0;12;9;10;12;2017-04-18
874;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;2;60;-387;4130;14;401;0;0;90;0;0;0;1;0;0;0;0;0;0;0;12;21;13;12;2017-04-18
1306;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;2;59;-315;3860;12;327;0;0;90;0;0;0;1;0;0;0;0;0;0;0;12;25;5;12;2017-04-18
13;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;2;50;0;844;0;0;0;0;90;0;0;0;3;0;0;0;0;0;0;0;13;5;12;13;2017-04-18
443;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;7;50;24;974;67;43;0;0;90;1;0;0;3;0;0;0;0;0;0;0;13;9;10;13;2017-04-18
875;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;2;50;535;1751;588;53;0;0;90;0;0;0;1;0;0;0;0;0;0;0;13;21;13;13;2017-04-18
1307;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;3;50;198;2072;297;99;0;0;66;0;0;1;0;0;0;0;0;0;0;0;13;25;5;13;2017-04-18
14;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;1;75;0;3519;0;0;0;0;58;0;0;0;3;0;0;0;0;0;0;0;14;5;12;14;2017-04-18
444;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;5;75;-219;3500;22;241;0;0;90;0;1;0;3;0;0;0;0;0;0;0;14;9;10;14;2017-04-18
876;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;1;75;-213;3331;14;227;0;0;22;0;0;0;0;0;0;0;0;0;0;0;14;21;13;14;2017-04-18
1308;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;5;74;-354;2998;19;373;0;0;76;0;1;0;1;0;0;0;0;0;0;0;14;25;5;14;2017-04-18
15;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;2;65;0;797;0;0;0;0;90;0;0;0;3;0;0;0;0;0;0;0;15;5;12;15;2017-04-18
445;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;1;65;-24;824;17;41;0;0;58;0;0;0;3;0;0;0;0;0;0;0;15;9;10;15;2017-04-18
877;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;2;65;-95;731;4;99;0;0;90;0;0;0;1;0;0;0;0;0;0;0;15;21;13;15;2017-04-18
1309;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;5;64;-52;688;9;61;0;0;73;0;0;0;1;0;0;0;0;0;3;0;15;25;5;15;2017-04-18
16;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;1;50;0;403;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;16;5;12;16;2017-04-18
446;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;1;50;-11;427;10;21;0;0;63;0;0;0;1;0;0;1;0;0;0;0;16;9;10;16;2017-04-18
878;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;2;50;-23;409;3;26;0;0;90;0;0;0;1;0;0;0;0;0;0;0;16;21;13;16;2017-04-18
1310;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;5;50;-19;395;3;22;0;0;90;0;1;0;1;0;0;0;0;0;0;0;16;25;5;16;2017-04-18
17;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;50;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;5;12;17;2017-04-18
447;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;1;50;-12;169;3;15;0;0;58;0;0;0;3;0;0;0;0;0;0;0;17;9;10;17;2017-04-18
879;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;2;50;-10;163;2;12;0;0;68;0;0;0;1;0;0;0;0;0;0;0;17;21;13;17;2017-04-18
1311;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;1;50;-14;152;1;15;0;0;17;0;0;0;0;0;0;0;0;0;0;0;17;25;5;17;2017-04-18
18;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;55;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;12;18;2017-04-18
448;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;55;-44;408;4;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;9;10;18;2017-04-18
880;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;55;-38;370;2;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;21;13;18;2017-04-18
1312;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;54;-24;349;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;25;5;18;2017-04-18
19;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;45;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;12;19;2017-04-18
449;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;45;-16;488;8;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;9;10;19;2017-04-18
881;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;45;-25;469;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;21;13;19;2017-04-18
1313;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;45;-22;448;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;25;5;19;2017-04-18
20;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;45;0;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;5;12;20;2017-04-18
450;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;45;-21;499;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9;10;20;2017-04-18
882;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;45;-31;473;2;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;21;13;20;2017-04-18
1314;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;45;-33;441;3;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;25;5;20;2017-04-18
21;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;45;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;5;12;21;2017-04-18
451;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;45;-9;146;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;9;10;21;2017-04-18
883;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;45;-8;138;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;13;21;2017-04-18
1315;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;45;-5;133;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;25;5;21;2017-04-18
22;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;6;85;0;7285;0;0;0;0;90;1;0;0;3;0;0;0;0;0;0;0;22;5;12;22;2017-04-18
452;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;2;85;11;7720;350;339;0;0;90;0;0;0;3;0;0;0;0;0;0;0;22;9;10;22;2017-04-18
884;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;6;85;-1128;6642;47;1175;0;0;90;1;0;0;1;0;0;0;0;0;0;0;22;21;13;22;2017-04-18
1316;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;11;85;61;6785;418;357;0;0;90;1;1;0;1;0;0;0;0;0;2;0;22;25;5;22;2017-04-18
23;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;50;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;5;12;23;2017-04-18
453;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;50;-14;196;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;9;10;23;2017-04-18
885;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;50;-14;184;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;21;13;23;2017-04-18
1317;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;50;-6;180;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;25;5;23;2017-04-18
24;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;4;60;0;2286;0;0;0;0;45;0;1;0;1;0;0;0;0;0;0;0;24;5;12;24;2017-04-18
454;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;1;60;-116;2391;93;209;0;0;32;0;0;0;0;0;0;0;0;0;0;0;24;9;10;24;2017-04-18
886;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;1;60;-353;2069;29;382;0;0;12;0;0;0;0;0;0;0;0;0;0;0;24;21;13;24;2017-04-18
1318;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;1;59;-221;1879;14;235;0;0;14;0;0;0;0;0;0;0;0;0;0;0;24;25;5;24;2017-04-18
25;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;0;50;0;773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;7;14;25;2017-04-18
455;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;0;50;-65;758;3;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;15;13;25;2017-04-18
887;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;0;50;-43;719;5;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;24;4;25;2017-04-18
1319;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;49;-40;686;2;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;26;3;25;2017-04-18
26;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;2;55;0;13971;0;0;0;0;90;0;0;0;1;0;0;0;0;1;0;0;26;7;14;26;2017-04-18
456;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;6;55;-142;14923;171;313;0;0;90;0;0;1;0;0;0;0;0;1;0;0;26;15;13;26;2017-04-18
888;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;2;55;327;15683;494;167;0;0;90;0;0;0;1;0;0;0;0;1;0;0;26;24;4;26;2017-04-18
1320;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;2;55;212;16212;491;279;0;0;90;0;0;0;1;0;0;0;0;1;0;0;26;26;3;26;2017-04-18
27;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;0;45;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;7;14;27;2017-04-18
457;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;0;45;-9;202;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;15;13;27;2017-04-18
889;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;0;45;-5;203;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;24;4;27;2017-04-18
1321;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;45;-9;196;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;26;3;27;2017-04-18
28;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;0;55;0;5392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;7;14;28;2017-04-18
458;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;5;55;-467;5172;38;505;0;0;80;0;0;1;0;0;0;1;0;0;0;0;28;15;13;28;2017-04-18
890;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;1;55;45;5285;192;147;0;0;90;0;0;0;1;0;0;1;0;0;0;0;28;24;4;28;2017-04-18
1322;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;2;55;-64;5286;124;188;0;0;90;0;0;0;1;0;0;0;0;0;0;0;28;26;3;28;2017-04-18
29;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;2;55;0;3898;0;0;0;0;90;0;0;0;1;0;0;0;0;0;0;0;29;7;14;29;2017-04-18
459;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;6;55;-65;4187;84;149;0;0;90;0;0;1;0;0;0;0;0;0;0;0;29;15;13;29;2017-04-18
891;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;2;55;107;4411;195;88;0;0;77;0;0;0;1;0;0;0;0;0;0;0;29;24;4;29;2017-04-18
1323;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;2;55;-16;4526;152;168;0;0;90;0;0;0;1;0;0;0;0;0;0;0;29;26;3;29;2017-04-18
30;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;1;50;0;4600;0;0;0;0;90;0;0;0;1;0;0;1;0;0;0;0;30;7;14;30;2017-04-18
460;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;1;50;-113;4832;72;185;0;0;10;0;0;0;0;0;0;0;0;0;0;0;30;15;13;30;2017-04-18
892;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;0;50;-350;4538;30;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;24;4;30;2017-04-18
1324;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;49;-505;4055;9;514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;26;3;30;2017-04-18
31;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;2;55;0;2923;0;0;0;0;90;0;0;0;1;0;0;0;0;0;0;0;31;7;14;31;2017-04-18
461;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;6;55;-65;3064;43;108;0;0;90;0;0;1;0;0;0;0;0;0;0;0;31;15;13;31;2017-04-18
893;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;2;55;59;3193;128;69;0;0;90;0;0;0;1;0;0;0;0;0;0;0;31;24;4;31;2017-04-18
1325;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;2;55;38;3305;148;110;0;0;90;0;0;0;1;0;0;0;0;0;0;0;31;26;3;31;2017-04-18
32;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;0;45;0;447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;7;14;32;2017-04-18
462;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;0;45;-73;404;1;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;15;13;32;2017-04-18
894;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;0;45;-66;338;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;24;4;32;2017-04-18
1326;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;45;-36;302;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;26;3;32;2017-04-18
33;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;9;60;0;2582;0;0;0;0;87;0;1;1;0;0;0;0;0;0;0;0;33;7;14;33;2017-04-18
463;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;6;60;525;4293;568;43;0;0;90;0;0;1;0;0;0;0;0;0;0;0;33;15;13;33;2017-04-18
895;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;3;60;1174;5929;1244;70;0;0;90;0;0;0;1;0;0;0;0;0;1;0;33;24;4;33;2017-04-18
1327;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;2;61;1436;7902;1535;99;0;0;66;0;0;0;1;0;0;0;0;0;0;0;33;26;3;33;2017-04-18
34;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;1;60;0;7773;0;0;0;0;90;0;0;0;1;0;0;1;0;0;0;0;34;7;14;34;2017-04-18
464;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;6;60;-312;7954;53;365;0;0;90;0;0;1;0;0;0;0;0;0;0;0;34;15;13;34;2017-04-18
896;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;2;60;-88;7969;90;178;0;0;90;0;0;0;1;0;0;0;0;0;0;0;34;24;4;34;2017-04-18
1328;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;1;60;-191;7916;78;269;0;0;90;0;0;0;1;0;0;1;0;0;0;0;34;26;3;34;2017-04-18
35;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;5;65;0;3280;0;0;0;0;90;0;0;0;1;0;0;0;0;0;3;0;35;7;14;35;2017-04-18
465;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;0;65;555;4679;652;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;15;13;35;2017-04-18
897;"2017-04-10T17:00:00Z";"10. apr 19.00";1;0;FALSE;3;1;65;-339;4471;88;427;0;0;45;0;0;0;0;0;0;0;0;0;0;0;35;24;4;35;2017-04-18
1329;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;10;65;-384;4121;37;421;0;0;90;0;2;0;1;0;0;0;0;0;2;0;35;26;3;35;2017-04-18
36;"2017-04-02T16:00:00Z";"02. apr 18.00";1;1;FALSE;1;0;75;0;1443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;7;14;36;2017-04-18
466;"2017-04-06T17:00:00Z";"06. apr 19.00";3;0;TRUE;2;0;75;-194;1341;3;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;15;13;36;2017-04-18
