"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn"
67;"247409.jpg";"Buduson";3376;"a";247409;"Johnny";"Buduson";20;"";49;NA;NA;"0.2";"0.8";-1;0;1;0;FALSE;0;0,2;"1.0";82;29;6;5;0;0;0;0;4;1;"1.0";"1.0";"1.0";FALSE;40;0;0;0;1;0;0;0;0;0;0;0;4;3;2017-04-20;"Johnny Buduson";"Angrep";"FKH"
68;"247408.jpg";"Leite";3376;"i";247408;"Bruno";"Leite";16;"Strekk";59;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,4;"0.0";237;4;15;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-20;"Bruno Leite";"Midtbane";"FKH"
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";40;NA;NA;"0.7";"2.8";0;0;0;0;FALSE;0;15,1;"2.8";604;1239;101;208;0;0;0;0;11;1;"2.8";"3.0";"3.0";FALSE;360;0;0;1;5;0;0;0;0;6;0;0;1;4;2017-04-20;"Sean McDermott";"Keeper";"KBK"
70;"81858.jpg";"Månsson";3835;"d";81858;"Conny";"Månsson";23;"Kneskade";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,6;"0.0";117;0;12;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-04-20;"Conny Månsson";"Keeper";"KBK"
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christofer";"Aasbak";3;"";44;NA;NA;"0.1";"0.5";-1;0;1;0;FALSE;0;1,3;"0.5";296;15;22;1;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;135;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-20;"Christofer Aasbak";"Forsvar";"KBK"
72;"95512.jpg";"Dan Ulvestad";3835;"a";95512;"Dan Peter";"Ulvestad";5;"";49;NA;NA;"0.2";"0.6";-1;-1;1;1;FALSE;0;1,8;"0.8";281;17;55;0;0;0;0;0;3;0;"1.5";"1.0";"1.0";FALSE;95;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-20;"Dan Peter Ulvestad";"Forsvar";"KBK"
73;"156434.jpg";"Coly";3835;"a";156434;"Aliou";"Coly";99;"";45;NA;NA;"0.5";"2.0";0;0;0;0;FALSE;0;3,5;"2.3";464;104;72;5;0;0;0;0;9;1;"2.3";"2.0";"2.0";FALSE;350;0;0;1;5;0;0;1;0;0;0;0;2;4;2017-04-20;"Aliou Coly";"Forsvar";"KBK"
74;"245729.jpg";"Sivertsen";3835;"i";245729;"Erlend";"Sivertsen";15;"Akillesskade - August";44;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,1;"0.0";44;0;2;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-20;"Erlend Sivertsen";"Forsvar";"KBK"
75;"159994.jpg";"Gjesdal";3835;"a";159994;"Henrik ";"Gjesdal";25;"";45;NA;NA;"0.6";"2.2";0;0;0;0;FALSE;0;0,7;"2.5";58;45;10;6;0;0;0;0;10;1;"2.5";"3.0";"3.0";FALSE;360;0;0;1;5;0;0;0;0;0;0;0;2;4;2017-04-20;"Henrik  Gjesdal";"Forsvar";"KBK"
76;"245731.jpg";"Bjerkås";3835;"a";245731;"Joakim";"Bjerkås";2;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;2;"0.0";274;17;38;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-20;"Joakim Bjerkås";"Forsvar";"KBK"
77;"245735.jpg";"Nerland";3835;"u";245735;"Olav";"Mahle Nerland";49;"Utilgjengelig";40;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,7;"0.0";208;1;21;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-20;"Olav Mahle Nerland";"Forsvar";"KBK"
78;"245733.jpg";"Hopmark";3835;"a";245733;"Andreas";"Hopmark";19;"";45;NA;NA;"0.6";"2.4";0;0;0;0;FALSE;0;0,5;"2.8";30;30;4;8;0;0;0;0;11;2;"2.8";"3.0";"3.0";FALSE;360;0;0;1;5;0;0;0;0;0;1;0;2;4;2017-04-20;"Andreas Hopmark";"Forsvar";"KBK"
79;"63900.jpg";"Torske";3835;"a";63900;"Tor Erik";"Torske";6;"";49;NA;NA;"0.1";"0.2";-1;0;1;0;FALSE;0;0,6;"0.3";183;1;13;0;0;0;0;0;1;1;"1.0";"0.0";"0.0";FALSE;10;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-20;"Tor Erik Torske";"Midtbane";"KBK"
80;"66338.jpg";"Kalludra";3835;"a";66338;"Liridon";"Kalludra";9;"";59;NA;NA;"0.3";"1.2";-1;0;1;0;FALSE;0;0,9;"1.8";254;4;23;0;0;0;0;0;7;2;"1.8";"2.0";"2.0";FALSE;233;0;0;1;3;0;0;0;0;0;0;0;3;4;2017-04-20;"Liridon Kalludra";"Midtbane";"KBK"
81;"92072.jpg";"Qaka";3835;"a";92072;"Kamer";"Qaka";92;"";60;NA;NA;"0.3";"1.3";0;0;0;0;FALSE;0;5;"2.0";863;361;176;23;0;0;0;0;8;0;"2.7";"2.0";"2.0";FALSE;233;0;0;1;2;0;0;0;0;0;2;0;3;4;2017-04-20;"Kamer Qaka";"Midtbane";"KBK"
82;"95511.jpg";"Økland";3835;"a";95511;"Sverre";"Økland";10;"";55;NA;NA;"0.8";"3.1";0;0;0;0;FALSE;1;1;"4.3";119;174;18;31;0;0;0;0;17;2;"4.3";"4.0";"4.0";FALSE;360;1;0;1;5;0;0;0;0;0;3;0;3;4;2017-04-20;"Sverre Økland";"Midtbane";"KBK"
83;"95569.jpg";"Ulvestad";3835;"a";95569;"Pål Erik";"Ulvestad";8;"";49;NA;NA;"0.2";"0.6";-1;0;1;0;FALSE;0;0,6;"0.8";282;7;19;0;0;0;0;0;3;0;"1.5";"1.0";"1.0";FALSE;96;0;0;0;2;0;0;0;0;0;0;0;3;4;2017-04-20;"Pål Erik Ulvestad";"Midtbane";"KBK"
84;"245730.jpg";"Sørli";3835;"a";245730;"Sondre";"Sørli";24;"";45;NA;NA;"0.3";"1.3";0;0;0;0;FALSE;0;2,7;"1.5";324;439;60;10;0;0;0;0;6;2;"1.5";"2.0";"2.0";FALSE;276;0;0;0;4;0;0;1;0;0;0;0;3;4;2017-04-20;"Sondre Sørli";"Midtbane";"KBK"
85;"245732.jpg";"Rodsand";3835;"u";245732;"Andreas";"Rodsand";21;"Utlån til 1. aug";50;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";28;0;1;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-20;"Andreas Rodsand";"Midtbane";"KBK"
86;"245734.jpg";"Koksvik";3835;"u";245734;"Sigur";"Koksvik";34;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";81;2;8;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-20;"Sigur Koksvik";"Midtbane";"KBK"
87;"245738.jpg";"Isaksen";3835;"a";245738;"Jesper";"Isaksen";50;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";57;16;5;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-20;"Jesper Isaksen";"Midtbane";"KBK"
88;"41319.jpg";"Lekaj";3835;"a";41319;"Rocky";"Lekaj";7;"";58;NA;NA;"0.1";"0.3";-2;0;2;0;FALSE;0;1;"0.5";560;15;52;0;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;21;0;0;0;1;0;0;0;0;0;0;0;4;4;2017-04-20;"Rocky Lekaj";"Angrep";"KBK"
89;"206554.jpg";"Mendy";3835;"a";206554;"Jean Alassane";"Mendy";18;"";53;NA;NA;"0.2";"0.8";-2;-1;2;1;FALSE;0;1,2;"1.0";530;34;53;3;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;102;0;0;1;1;0;0;0;0;0;0;0;4;4;2017-04-20;"Jean Alassane Mendy";"Angrep";"KBK"
90;"245736.jpg";"Bamba";3835;"d";245736;"Daouda";"Bamba";11;"Legg";62;NA;NA;"0.1";"0.3";-3;-1;3;1;FALSE;0;1,9;"0.5";2661;37;98;1;0;0;0;0;2;0;"2.0";"1.0";"1.0";FALSE;85;0;0;0;1;0;0;0;0;0;0;0;4;4;2017-04-20;"Daouda Bamba";"Angrep";"KBK"
91;"245737.jpg";"Rønningen";3835;"a";245737;"Jonas";"Rønningen";16;"";54;NA;NA;"0.3";"1.3";-1;0;1;0;FALSE;0;0,2;"1.8";34;16;2;2;0;0;0;0;7;2;"1.8";"2.0";"2.0";FALSE;285;0;0;1;4;0;0;0;0;0;0;0;4;4;2017-04-20;"Jonas Rønningen";"Angrep";"KBK"
92;"245739.jpg";"Bruseth";3835;"u";245739;"Adne";"Bruseth";48;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";220;3;13;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2017-04-20;"Adne Bruseth";"Angrep";"KBK"
93;"98733.jpg";"Stokke";3835;"a";98733;"Benjamin";"Stokke";20;"";50;NA;NA;"0.6";"2.2";0;0;0;0;FALSE;0;0,8;"2.8";167;190;40;28;0;0;0;0;11;2;"2.8";"3.0";"3.0";FALSE;326;0;1;1;4;0;0;0;0;0;0;0;4;4;2017-04-20;"Benjamin Stokke";"Angrep";"KBK"
94;"95016.jpg";"Baranov";3835;"a";95016;"Nikita";"Baranov";27;"";49;NA;NA;"0.4";"1.6";-1;0;1;0;FALSE;0;0,4;"2.0";72;4;8;1;0;0;0;0;8;1;"2.7";"2.0";"2.0";FALSE;270;0;0;1;4;0;0;0;0;0;0;0;2;4;2017-04-20;"Nikita Baranov";"Forsvar";"KBK"
95;"34727.jpg";"Otieno Origi";305;"a";34727;"Arnold";"Otieno Origi";77;"";44;NA;NA;"0.1";"0.5";-1;0;1;0;FALSE;0;11,9;"0.5";3209;68;226;9;0;0;0;0;2;2;"2.0";"1.0";"1.0";FALSE;90;0;0;0;3;0;0;0;0;3;0;0;1;5;2017-04-20;"Arnold Otieno Origi";"Keeper";"LSK"
96;"208534.jpg";"Ødegaard";305;"a";208534;"Emil";"Ødegaard";29;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,6;"0.0";111;30;22;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2017-04-20;"Emil Ødegaard";"Keeper";"LSK"
97;"3629.jpg";"Kippe";305;"a";3629;"Frode";"Kippe";13;"";49;NA;NA;"0.2";"0.8";-1;0;1;0;FALSE;0;7,6;"1.0";2280;59;224;1;0;0;0;0;4;1;"1.0";"1.0";"1.0";FALSE;69;0;0;0;2;0;0;0;0;0;0;0;2;5;2017-04-20;"Frode Kippe";"Forsvar";"LSK"
98;"98090.jpg";"Amundsen";305;"a";98090;"Marius";"Amundsen";4;"";45;NA;NA;"0.2";"0.9";0;0;0;0;FALSE;0;5,2;"1.0";845;91;187;2;0;0;0;0;4;0;"1.0";"1.0";"1.0";FALSE;360;0;0;0;8;0;0;1;0;0;0;0;2;5;2017-04-20;"Marius Amundsen";"Forsvar";"LSK"
99;"179305.jpg";"Kind Mikalsen";305;"a";179305;"Simen";"Kind Mikalsen";3;"";49;NA;NA;"0.3";"1.0";-1;-1;1;1;FALSE;0;3,2;"1.3";691;73;101;4;0;0;0;0;5;1;"1.3";"1.0";"1.0";FALSE;360;0;0;0;8;0;0;0;0;0;0;0;2;5;2017-04-20;"Simen Kind Mikalsen";"Forsvar";"LSK"
100;"225993.jpg";"Sinyan";305;"a";225993;"Sheriff";"Sinyan";19;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,4;"0.0";135;3;8;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2017-04-20;"Sheriff Sinyan";"Forsvar";"LSK"
101;"247410.jpg";"Melgalvis";305;"a";247410;"Aleksander";"Melgalvis";33;"";45;NA;NA;"0.4";"1.6";0;0;0;0;FALSE;0;4,5;"1.8";496;1204;142;15;0;0;0;0;7;0;"1.8";"2.0";"2.0";FALSE;315;0;1;0;7;0;0;0;0;0;0;0;2;5;2017-04-20;"Aleksander Melgalvis";"Forsvar";"LSK"
102;"202256.jpg";"Haakenstad";305;"a";202256;"Mats";"Haakenstad";2;"";45;NA;NA;"0.3";"1.1";0;0;0;0;FALSE;0;1,7;"1.3";363;52;54;4;0;0;0;0;5;1;"1.3";"1.0";"1.0";FALSE;360;0;0;0;8;0;0;0;0;0;0;0;2;5;2017-04-20;"Mats Haakenstad";"Forsvar";"LSK"
103;"61930.jpg";"Knudtzon";305;"a";61930;"Erling";"Knudtzon";11;"";79;NA;NA;"0.4";"1.4";-1;0;1;0;FALSE;0;5,1;"2.8";1235;116;138;8;0;0;0;0;11;4;"2.8";"3.0";"3.0";FALSE;341;0;1;0;7;0;0;2;0;0;2;0;3;5;2017-04-20;"Erling Knudtzon";"Midtbane";"LSK"
104;"192267.jpg";"Kolstad";305;"u";192267;"Jørgen";"Kolstad";17;"Utlån";50;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";67;0;1;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-20;"Jørgen Kolstad";"Midtbane";"LSK"
105;"193844.jpg";"Innocent";305;"a";193844;"Bonke";"Innocent";18;"";48;NA;NA;"0.0";"0.0";-2;-1;2;1;FALSE;0;1,3;"0.0";654;24;47;6;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-20;"Bonke Innocent";"Midtbane";"LSK"
106;"208025.jpg";"Krogstad";305;"a";208025;"Fredrik";"Krogstad";14;"";59;NA;NA;"0.3";"1.4";-1;0;1;0;FALSE;0;1,1;"2.0";446;45;66;0;0;0;0;0;8;2;"2.0";"2.0";"2.0";FALSE;347;0;0;0;7;0;0;0;0;0;0;0;3;5;2017-04-20;"Fredrik Krogstad";"Midtbane";"LSK"
107;"210142.jpg";"Ifeanyi Matthew";305;"a";210142;"Ifeanyi";"Matthew";6;"";62;NA;NA;"0.9";"3.5";2;0;-2;0;FALSE;1;18,9;"5.5";677;9037;356;509;0;0;0;0;22;2;"5.5";"6.0";"6.0";FALSE;360;1;1;0;8;0;0;0;0;0;6;0;3;5;2017-04-20;"Ifeanyi Matthew";"Midtbane";"LSK"
108;"219232.jpg";"Olsen";305;"a";219232;"Petter Mathias";"Olsen";21;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,3;"0.0";79;8;7;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-20;"Petter Mathias Olsen";"Midtbane";"LSK"
109;"224088.jpg";"Brenden";305;"a";224088;"Erik Næsbak";"Brenden";15;"";49;NA;NA;"0.1";"0.2";-1;0;1;0;FALSE;0;0,1;"0.3";26;0;0;0;0;0;0;0;1;1;"1.0";"0.0";"0.0";FALSE;5;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-20;"Erik Næsbak Brenden";"Midtbane";"LSK"
110;"95532.jpg";"Rafn";305;"a";95532;"Simen";"Rafn";5;"";54;NA;NA;"0.2";"0.9";-1;-1;1;1;FALSE;0;0,5;"1.3";99;33;20;0;0;0;0;0;5;0;"1.7";"1.0";"1.0";FALSE;201;0;0;0;4;0;0;0;0;0;0;0;3;5;2017-04-20;"Simen Rafn";"Midtbane";"LSK"
111;"63729.jpg";"Ajeti";305;"a";63729;"Bajram ";"Ajeti";9;"";62;NA;NA;"0.1";"0.3";-3;0;3;0;FALSE;0;2,5;"0.5";2510;14;156;0;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;90;0;0;0;2;0;0;0;0;0;0;0;4;5;2017-04-20;"Bajram  Ajeti";"Angrep";"LSK"
112;"101815.jpg";"Malec";305;"a";101815;"Tomas";"Malec";7;"";63;NA;NA;"0.5";"1.9";-2;0;2;0;FALSE;0;3,6;"3.0";2100;199;138;20;0;0;0;0;12;6;"3.0";"3.0";"3.0";FALSE;360;1;0;0;8;0;0;0;0;0;0;0;4;5;2017-04-20;"Tomas Malec";"Angrep";"LSK"
113;"15724.jpg";"Grahn";305;"u";15724;"Tobias ";"Grahn";16;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";162;0;19;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2017-04-20;"Tobias  Grahn";"Angrep";"LSK"
114;"111558.jpg";"Antonijevic";305;"a";111558;"Stefan";"Antonijevic";22;"";44;NA;NA;"0.1";"0.5";-1;0;1;0;FALSE;0;0,2;"0.5";46;4;5;0;0;0;0;0;2;0;"1.0";"1.0";"1.0";FALSE;5;0;0;0;1;0;0;0;0;0;0;0;2;5;2017-04-20;"Stefan Antonijevic";"Forsvar";"LSK"
115;"28113.jpg";"Fernandes";305;"a";28113;"Daniel";"Fernandes";1;"";40;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;16,2;"1.0";1084;1358;426;13;0;0;0;0;4;0;"1.3";"1.0";"1.0";FALSE;270;0;0;0;5;0;0;0;0;3;0;0;1;5;2017-04-20;"Daniel Fernandes";"Keeper";"LSK"
116;"111778.jpg";"Linde";203;"a";111778;"Andreas";"Linde";1;"";55;NA;NA;"0.8";"3.3";0;0;0;0;FALSE;0;9,2;"4.5";505;796;56;146;0;0;0;0;18;7;"4.5";"5.0";"5.0";FALSE;360;0;0;2;3;0;0;1;0;13;0;0;1;6;2017-04-20;"Andreas Linde";"Keeper";"MOL"
117;"215367.jpg";"Neydson";203;"a";215367;"Neydson";"da Silva";34;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,2;"0.0";41;2;3;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;6;2017-04-20;"Neydson da Silva";"Keeper";"MOL"
118;"39707.jpg";"Rindarøy";203;"a";39707;"Knut Olav";"Rindarøy";23;"";55;NA;NA;"0.4";"1.6";0;0;0;0;FALSE;0;11,2;"2.3";1605;773;598;8;0;0;0;0;9;0;"3.0";"2.0";"2.0";FALSE;163;0;0;1;1;0;0;0;0;0;0;0;2;6;2017-04-20;"Knut Olav Rindarøy";"Forsvar";"MOL"
119;"40646.jpg";"Toivio";203;"a";40646;"Joona";"Toivio";5;"";59;NA;NA;"0.3";"1.2";-1;0;1;0;FALSE;0;7,4;"1.8";3150;40;94;13;0;0;0;0;7;6;"3.5";"2.0";"2.0";FALSE;180;0;0;1;2;0;0;0;0;0;0;0;2;6;2017-04-20;"Joona Toivio";"Forsvar";"MOL"
120;"61983.jpg";"Gabrielsen";203;"a";61983;"Ruben";"Gabrielsen";4;"";60;NA;NA;"0.8";"3.2";0;0;0;0;FALSE;1;15,8;"4.8";892;1117;38;460;0;0;0;0;19;10;"4.8";"5.0";"5.0";FALSE;351;0;1;2;3;0;0;0;0;0;1;0;2;6;2017-04-20;"Ruben Gabrielsen";"Forsvar";"MOL"
121;"114566.jpg";"Remmer";203;"a";114566;"Christoffer";"Remmer";22;"";55;NA;NA;"0.4";"1.5";0;0;0;0;FALSE;0;1,5;"2.0";233;80;58;1;0;0;0;0;8;1;"2.0";"2.0";"2.0";FALSE;244;0;0;1;3;0;0;1;0;0;0;0;2;6;2017-04-20;"Christoffer Remmer";"Forsvar";"MOL"
122;"139511.jpg";"Rindarøy";203;"a";139511;"Ole Martin";"Rindarøy";3;"";48;NA;NA;"0.1";"0.2";-2;-1;2;1;FALSE;0;2,4;"0.3";811;41;91;1;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;26;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-20;"Ole Martin Rindarøy";"Forsvar";"MOL"
123;"141947.jpg";"Ssewankambo";203;"a";141947;"Isak";"Ssewankambo";2;"";53;NA;NA;"0.0";"0.0";-2;-1;2;1;FALSE;0;0,8;"0.0";284;9;27;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-20;"Isak Ssewankambo";"Forsvar";"MOL"
124;"165824.jpg";"Sonni Nattestad";203;"d";165824;"Sonni Ragnar";"Nattestad";15;"Akilles";54;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,4;"0.0";156;2;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-20;"Sonni Ragnar Nattestad";"Forsvar";"MOL"
125;"215661.jpg";"Ove Roseth";203;"d";215661;"Martin";"Ove Roseth";27;"Kne";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,2;"0.0";93;4;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-20;"Martin Ove Roseth";"Forsvar";"MOL"
126;"223357.jpg";"Strande";203;"a";223357;"Kristian";"Strande";29;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,9;"0.0";327;51;45;7;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-20;"Kristian Strande";"Forsvar";"MOL"
127;"166372.jpg";"Gregersen";203;"a";166372;"Stian";"Gregersen";6;"";53;NA;NA;"1.1";"4.5";3;1;-3;-1;TRUE;0;16,1;"6.0";289;7463;26;2044;0;0;0;0;24;6;"6.0";"6.0";"6.0";FALSE;360;1;1;2;3;0;0;1;0;0;1;0;2;6;2017-04-20;"Stian Gregersen";"Forsvar";"MOL"
128;"61849.jpg";"Mostrøm";203;"d";61849;"Mattias";"Mostrøm";9;"Ankel";63;NA;NA;"0.0";"0.0";-2;-1;2;1;FALSE;0;2,1;"0.0";2334;19;104;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-20;"Mattias Mostrøm";"Midtbane";"MOL"
129;"115935.jpg";"Sarr";203;"a";115935;"Babacar";"Sarr";8;"";50;NA;NA;"0.3";"1.2";0;0;0;0;FALSE;0;4,2;"1.5";762;532;149;23;0;0;0;0;6;1;"1.5";"2.0";"2.0";FALSE;315;0;0;1;3;0;0;2;0;0;0;0;3;6;2017-04-20;"Babacar Sarr";"Midtbane";"MOL"
130;"134103.jpg";"Aursnes";203;"a";134103;"Fredrik";"Aursnes";17;"";79;NA;NA;"0.2";"0.9";-1;0;1;0;FALSE;0;1,3;"1.8";432;23;29;3;0;0;0;0;7;3;"1.8";"2.0";"2.0";FALSE;217;0;0;1;2;0;0;0;0;0;0;0;3;6;2017-04-20;"Fredrik Aursnes";"Midtbane";"MOL"
131;"134330.jpg";"Hestad";203;"a";134330;"Eirik";"Hestad";19;"";74;NA;NA;"0.3";"1.2";-1;-1;1;1;FALSE;0;3,1;"2.3";568;201;53;12;0;0;0;0;9;3;"3.0";"2.0";"2.0";FALSE;258;0;0;2;2;0;0;0;0;0;1;0;3;6;2017-04-20;"Eirik Hestad";"Midtbane";"MOL"
132;"161268.jpg";"Svendsen";203;"a";161268;"Sander";"Svendsen";11;"";86;NA;NA;"0.8";"3.0";1;1;-1;-1;TRUE;1;19,7;"6.5";1505;5143;7;3905;0;0;0;0;26;15;"6.5";"7.0";"7.0";FALSE;306;3;0;1;3;0;0;0;0;0;3;0;3;6;2017-04-20;"Sander Svendsen";"Midtbane";"MOL"
133;"182321.jpg";"Strand";203;"a";182321;"Petter";"Strand";14;"";80;NA;NA;"0.4";"1.8";0;0;0;0;FALSE;0;3,2;"3.5";457;606;73;27;0;0;0;0;14;6;"3.5";"4.0";"4.0";FALSE;341;0;1;2;3;0;0;1;0;0;2;0;3;6;2017-04-20;"Petter Strand";"Midtbane";"MOL"
134;"195572.jpg";"Diop";203;"d";195572;"Amidou";"Diop";18;"Kne";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,4;"0.0";215;7;15;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-20;"Amidou Diop";"Midtbane";"MOL"
135;"215843.jpg";"Svendsen";203;"a";215843;"Tobias Hammer";"Svendsen";21;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;1,2;"0.0";426;57;59;10;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-20;"Tobias Hammer Svendsen";"Midtbane";"MOL"
136;"225140.jpg";"Unachi Ekpe";3835;"a";225140;"Thompson";"Unachi Ekpe";4;"";45;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;0,5;"0.3";98;11;7;3;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;3;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-20;"Thompson Unachi Ekpe";"Midtbane";"KBK"
137;"61972.jpg";"Sigurdarson";203;"a";61972;"Björn";"Sigurdarson";10;"";90;NA;NA;"0.6";"2.6";0;0;0;0;FALSE;1;19,8;"5.8";3329;2765;70;1040;0;0;0;0;23;15;"5.8";"6.0";"6.0";FALSE;315;1;3;2;1;0;0;0;0;0;3;0;4;6;2017-04-20;"Björn Sigurdarson";"Angrep";"MOL"
138;"105097.jpg";"Brustad";203;"a";105097;"Fredrik";"Brustad";33;"";75;NA;NA;"0.5";"1.9";0;0;0;0;FALSE;0;6,5;"3.5";1440;1790;242;56;0;0;0;0;14;2;"3.5";"4.0";"4.0";FALSE;240;1;0;2;2;0;0;0;0;0;3;0;4;6;2017-04-20;"Fredrik Brustad";"Angrep";"MOL"
139;"223959.jpg";"Amang";203;"a";223959;"Thomas";"Amang";20;"";58;NA;NA;"0.1";"0.2";-2;0;2;0;FALSE;0;0,4;"0.3";208;16;26;4;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;22;0;0;0;0;0;0;0;0;0;0;0;4;6;2017-04-20;"Thomas Amang";"Angrep";"MOL"
