"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn";"team_1";"team_2";"team_now";"solution_full";"solution_incremental";"team_3"
133;"182321.jpg";"Strand";203;"a";182321;"Petter";"Strand";14;"";80;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;3,3;"2.7";287;545;64;32;0;0;0;0;8;1;"2.7";"3.0";"3.0";FALSE;270;0;0;1;3;0;0;1;0;0;2;0;3;6;2017-04-10;"Petter Strand";"Midtbane";"MOL";0;0;0;0;0;0
134;"195572.jpg";"Diop";203;"i";195572;"Amidou";"Diop";18;"Kne";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";175;7;24;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-10;"Amidou Diop";"Midtbane";"MOL";0;0;0;0;0;0
135;"215843.jpg";"Svendsen";203;"a";215843;"Tobias Hammer";"Svendsen";21;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;1,3;"0.0";323;43;33;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-10;"Tobias Hammer Svendsen";"Midtbane";"MOL";0;0;0;0;0;0
136;"225140.jpg";"Unachi Ekpe";3835;"a";225140;"Thompson";"Unachi Ekpe";4;"";45;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;0,6;"0.3";68;6;16;0;0;0;0;0;1;1;"1.0";"0.0";"0.0";FALSE;3;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-10;"Thompson Unachi Ekpe";"Midtbane";"KBK";0;0;0;0;0;0
137;"61972.jpg";"Sigurdarson";203;"a";61972;"Björn";"Sigurdarson";10;"";90;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;19,2;"2.7";2578;1456;420;117;0;0;0;0;8;1;"2.7";"3.0";"3.0";FALSE;225;0;1;1;1;0;0;0;0;0;0;0;4;6;2017-04-10;"Björn Sigurdarson";"Angrep";"MOL";0;0;0;0;0;0
138;"105097.jpg";"Brustad";203;"a";105097;"Fredrik";"Brustad";33;"";75;NA;NA;"0.5";"1.6";0;0;0;0;FALSE;0;6,9;"4.0";960;1543;118;114;0;0;0;0;12;2;"4.0";"4.0";"4.0";FALSE;177;1;0;1;2;0;0;0;0;0;3;0;4;6;2017-04-10;"Fredrik Brustad";"Angrep";"MOL";0;0;0;0;0;0
139;"223959.jpg";"Amang";203;"a";223959;"Thomas";"Amang";20;"";58;NA;NA;"0.1";"0.2";-2;-1;2;1;FALSE;0;0,4;"0.3";160;10;15;1;0;0;0;0;1;1;"1.0";"0.0";"0.0";FALSE;22;0;0;0;0;0;0;0;0;0;0;0;4;6;2017-04-10;"Thomas Amang";"Angrep";"MOL";0;0;0;0;0;0
140;"227291.jpg";"Karlsson";203;"a";227291;"Óttar Magnús";"Karlsson";25;"";79;NA;NA;"0.3";"0.8";-1;-1;1;1;FALSE;0;3,7;"2.0";660;43;90;0;0;0;0;0;6;0;"3.0";"2.0";"2.0";FALSE;97;0;1;0;1;0;0;0;0;0;0;0;4;6;2017-04-10;"Óttar Magnús Karlsson";"Angrep";"MOL";0;0;0;0;0;0
141;"247411.jpg";"Markovic";203;"a";247411;"Eman";"Markovic";24;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,9;"0.0";119;15;23;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-10;"Eman Markovic";"Midtbane";"MOL";0;0;0;0;0;0
142;"223094.jpg";"Braut Håland";203;"a";223094;"Erling";"Braut Håland";30;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";71;23;8;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;6;2017-04-10;"Erling Braut Håland";"Angrep";"MOL";0;0;0;0;0;0
143;"95501.jpg";"Hussain";203;"a";95501;"Etzaz";"Hussain";16;"";59;NA;NA;"0.2";"0.5";-1;-1;1;1;FALSE;0;14,3;"1.0";3417;142;759;2;0;0;0;0;3;0;"1.5";"1.0";"1.0";FALSE;93;0;0;0;1;0;0;0;0;0;0;0;3;6;2017-04-10;"Etzaz Hussain";"Midtbane";"MOL";1;1;1;0;1;1
144;"156550.jpg";"Rossbach";307;"a";156550;"Sondre";"Rossbach";1;"";55;NA;NA;"0.5";"1.6";0;0;0;0;FALSE;0;25,3;"3.0";702;818;129;153;0;0;0;0;9;2;"3.0";"3.0";"3.0";FALSE;270;0;0;1;5;0;0;0;0;8;0;0;1;7;2017-04-10;"Sondre Rossbach";"Keeper";"ODD";1;1;1;0;1;1
145;"171682.jpg";"Myhra";307;"a";171682;"Viljar";"Myhra";12;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,2;"0.0";25;3;2;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;7;2017-04-10;"Viljar Myhra";"Keeper";"ODD";0;0;0;0;0;0
146;"42549.jpg";"Ruud";307;"a";42549;"Espen";"Ruud";2;"";65;NA;NA;"0.4";"1.1";0;0;0;0;FALSE;0;37,1;"2.3";729;993;227;109;0;0;0;0;7;1;"2.3";"2.0";"2.0";FALSE;270;0;0;1;5;0;0;1;0;0;0;0;2;7;2017-04-10;"Espen Ruud";"Forsvar";"ODD";1;1;1;0;1;1
147;"62005.jpg";"Semb Berge";307;"a";62005;"Fredrik";"Semb Berge";16;"";60;NA;NA;"0.5";"1.5";0;0;0;0;FALSE;1;16,7;"3.0";417;607;74;95;0;0;0;0;9;1;"3.0";"3.0";"3.0";FALSE;270;0;1;1;5;0;0;0;0;0;0;1;2;7;2017-04-10;"Fredrik Semb Berge";"Forsvar";"ODD";0;0;0;0;0;0
148;"62009.jpg";"Hagen";307;"a";62009;"Steffen";"Hagen";21;"";60;NA;NA;"0.5";"1.3";0;0;0;0;FALSE;0;6,9;"2.7";196;112;34;12;0;0;0;0;8;1;"2.7";"3.0";"3.0";FALSE;270;0;0;1;5;0;0;0;0;0;0;0;2;7;2017-04-10;"Steffen Hagen";"Forsvar";"ODD";0;0;0;0;0;0
149;"81784.jpg";"Nilsen";307;"a";81784;"Joakim Våge";"Nilsen";18;"";55;NA;NA;"0.2";"0.7";0;0;0;0;FALSE;0;2,2;"1.3";188;439;20;2;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;225;0;0;0;5;0;0;1;0;0;2;0;2;7;2017-04-10;"Joakim Våge Nilsen";"Forsvar";"ODD";0;0;0;0;0;0
150;"116099.jpg";"Grøgaard";307;"a";116099;"Thomas";"Grøgaard";5;"";56;NA;NA;"1.0";"3.0";1;0;-1;0;FALSE;1;9,9;"5.7";186;2648;77;359;0;0;0;0;17;1;"5.7";"6.0";"6.0";FALSE;191;1;0;1;4;0;0;0;0;0;3;0;2;7;2017-04-10;"Thomas Grøgaard";"Forsvar";"ODD";0;0;0;0;0;0
151;"171023.jpg";"Bergan";307;"a";171023;"Vegard";"Bergan";4;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";56;5;6;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;7;2017-04-10;"Vegard Bergan";"Forsvar";"ODD";0;0;0;0;0;0
152;"223963.jpg";"Eikeng";307;"a";223963;"Erik";"Eikeng";22;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";35;5;5;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;7;2017-04-10;"Erik Eikeng";"Forsvar";"ODD";0;0;0;0;0;0
153;"227411.jpg";"Kitolano";307;"a";227411;"John";"Kitolano";25;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";21;4;2;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;7;2017-04-10;"John Kitolano";"Forsvar";"ODD";0;0;0;0;0;0
154;"18789.jpg";"Gashi";307;"a";18789;"Ardian";"Gashi";3;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;6,2;"0.0";990;52;169;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-10;"Ardian Gashi";"Midtbane";"ODD";1;1;0;0;0;0
155;"61989.jpg";"Nordkvelle";307;"a";61989;"Fredrik";"Nordkvelle";14;"";90;NA;NA;"0.3";"0.8";0;0;0;0;FALSE;0;9,1;"2.3";674;549;188;42;0;0;0;0;7;2;"2.3";"2.0";"2.0";FALSE;270;0;0;1;5;0;0;0;0;0;0;0;3;7;2017-04-10;"Fredrik Nordkvelle";"Midtbane";"ODD";0;0;0;0;0;0
156;"62070.jpg";"Samuelsen";307;"i";62070;"Jone";"Samuelsen";8;"Fot";79;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;3,4;"0.0";1458;30;254;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-10;"Jone Samuelsen";"Midtbane";"ODD";0;0;0;0;0;0
157;"111716.jpg";"Broberg";307;"a";111716;"Martin";"Broberg";7;"";65;NA;NA;"0.3";"0.8";0;0;0;0;FALSE;0;0,5;"1.7";64;49;12;4;0;0;0;0;5;2;"1.7";"2.0";"2.0";FALSE;173;0;0;1;2;0;0;1;0;0;0;0;3;7;2017-04-10;"Martin Broberg";"Midtbane";"ODD";0;0;0;0;0;0
158;"111819.jpg";"Jensen";307;"a";111819;"Fredrik Oldrup";"Jensen";20;"";55;NA;NA;"0.2";"0.5";0;0;0;0;FALSE;0;1,6;"1.0";232;50;25;1;0;0;0;0;3;2;"1.5";"1.0";"1.0";FALSE;135;0;0;0;2;0;0;0;0;0;0;0;3;7;2017-04-10;"Fredrik Oldrup Jensen";"Midtbane";"ODD";0;0;0;0;0;0
159;"118237.jpg";"Berg";307;"a";118237;"Oliver";"Berg";6;"";60;NA;NA;"0.2";"0.7";0;0;0;0;FALSE;0;0,9;"1.3";92;198;19;1;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;131;0;0;0;2;0;0;0;0;0;0;0;3;7;2017-04-10;"Oliver Berg";"Midtbane";"ODD";0;0;0;0;0;0
160;"153580.jpg";"Messoudi";307;"a";153580;"Zakaria";"Messoudi";19;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";38;3;6;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-10;"Zakaria Messoudi";"Midtbane";"ODD";0;0;0;0;0;0
161;"206930.jpg";"Zekhnini";307;"a";206930;"Rafik";"Zekhnini";11;"";85;NA;NA;"0.2";"0.7";0;0;0;0;FALSE;0;20,5;"2.0";1964;1161;795;61;0;0;0;0;6;0;"3.0";"2.0";"2.0";FALSE;93;0;1;0;2;0;0;0;0;0;0;0;3;7;2017-04-10;"Rafik Zekhnini";"Midtbane";"ODD";0;0;0;0;0;0
162;"228900.jpg";"Kaasa";307;"a";228900;"Markus";"Kaasa";29;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";23;4;4;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-10;"Markus Kaasa";"Midtbane";"ODD";0;0;0;0;0;0
163;"230431.jpg";"Mladenovic";307;"a";230431;"Stefan";"Mladenovic";13;"";55;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;0,2;"0.3";32;21;4;1;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;11;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-04-10;"Stefan Mladenovic";"Midtbane";"ODD";0;0;0;0;0;0
164;"62816.jpg";"Riku Riski";307;"a";62816;"Riku";"Riski";24;"";70;NA;NA;"0.4";"1.3";0;0;0;0;FALSE;0;6,8;"3.0";349;1091;101;128;0;0;0;0;9;2;"3.0";"3.0";"3.0";FALSE;259;0;0;1;5;0;0;0;0;0;2;0;3;7;2017-04-10;"Riku Riski";"Midtbane";"ODD";0;0;0;0;0;0
165;"39723.jpg";"Diouf";307;"d";39723;"Pape Pate";"Diouf";27;"Lår - 75% sjanse for å spille";74;NA;NA;"0.1";"0.3";-1;-1;1;1;FALSE;0;2,6;"0.7";543;42;112;0;0;0;0;0;2;0;"1.0";"1.0";"1.0";FALSE;87;0;0;0;1;0;0;0;0;0;0;0;3;7;2017-04-10;"Pape Pate Diouf";"Midtbane";"ODD";0;0;0;0;0;0
166;"34339.jpg";"Occean";307;"a";34339;"Olivier";"Occean";10;"";100;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;8,6;"3.3";661;1429;156;102;0;0;0;0;10;1;"3.3";"3.0";"3.0";FALSE;225;1;0;1;5;0;0;0;0;0;1;0;4;7;2017-04-10;"Olivier Occean";"Angrep";"ODD";0;0;0;0;0;0
167;"221242.jpg";"Haugen";307;"a";221242;"Sigurd";"Haugen";15;"";50;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;0,5;"0.3";79;14;12;2;0;0;0;0;1;1;"1.0";"0.0";"0.0";FALSE;15;0;0;0;1;0;0;0;0;0;0;0;4;7;2017-04-10;"Sigurd Haugen";"Angrep";"ODD";0;0;0;0;0;0
168;"88374.jpg";"Agdestein";307;"a";88374;"Torbjorn";"Agdestein";9;"";79;NA;NA;"0.1";"0.3";-1;0;1;0;FALSE;0;3,9;"0.7";1469;54;91;3;0;0;0;0;2;2;"2.0";"1.0";"1.0";FALSE;75;0;0;0;1;0;0;0;0;0;0;0;4;7;2017-04-10;"Torbjorn Agdestein";"Angrep";"ODD";0;0;0;0;0;0
169;"61984.jpg";"Hansen";197;"a";61984;"André";"Hansen";1;"";55;NA;NA;"0.9";"2.5";0;0;0;0;FALSE;1;32,2;"4.7";734;1357;286;174;0;0;0;0;14;2;"4.7";"5.0";"5.0";FALSE;270;0;0;2;1;0;0;0;0;3;0;0;1;8;2017-04-10;"André Hansen";"Keeper";"RBK";1;1;1;0;1;1
170;"95513.jpg";"Østbø";197;"a";95513;"Arild";"Østbø";24;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";52;5;7;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;8;2017-04-10;"Arild Østbø";"Keeper";"RBK";0;0;0;0;0;0
171;"217243.jpg";"Lund";197;"u";217243;"Julian";"Faye Lund";33;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";34;1;4;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;8;2017-04-10;"Julian Faye Lund";"Keeper";"RBK";0;0;0;0;0;0
172;"56002.jpg";"Reginiussen";197;"a";56002;"Tore";"Reginiussen";4;"";60;NA;NA;"0.8";"2.3";0;0;0;0;FALSE;0;26,2;"4.7";891;1151;335;89;0;0;0;0;14;2;"4.7";"5.0";"5.0";FALSE;270;0;0;2;1;0;0;0;0;0;0;0;2;8;2017-04-10;"Tore Reginiussen";"Forsvar";"RBK";0;0;0;0;0;0
173;"61885.jpg";"Bjørdal";197;"a";61885;"Johan";"Bjørdal";14;"";54;NA;NA;"0.1";"0.4";-1;0;1;0;FALSE;0;1,4;"0.7";325;13;39;0;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;56;0;0;0;0;0;0;0;0;0;0;0;2;8;2017-04-10;"Johan Bjørdal";"Forsvar";"RBK";0;0;0;0;0;0
174;"63800.jpg";"Skjelvik";197;"a";63800;"Jørgen";"Skjelvik";16;"";60;NA;NA;"0.5";"1.3";0;0;0;0;FALSE;0;9,6;"2.7";837;255;171;6;0;0;0;0;8;2;"4.0";"3.0";"3.0";FALSE;180;0;0;1;1;0;0;0;0;0;0;0;2;8;2017-04-10;"Jørgen Skjelvik";"Forsvar";"RBK";0;0;0;0;0;0
175;"193761.jpg";"Gersbach";197;"a";193761;"Alex";"Gersbach";20;"";55;NA;NA;"0.5";"1.5";0;0;0;0;FALSE;0;1,7;"2.7";259;64;48;11;0;0;0;0;8;2;"2.7";"3.0";"3.0";FALSE;214;0;0;1;1;0;0;1;0;0;0;0;2;8;2017-04-10;"Alex Gersbach";"Forsvar";"RBK";0;0;0;0;0;0
176;"205454.jpg";"Rasmussen";197;"a";205454;"Jacob";"Rasmussen";5;"";55;NA;NA;"0.5";"1.6";0;0;0;0;FALSE;1;0,9;"3.0";148;66;33;2;0;0;0;0;9;0;"9.0";"3.0";"3.0";FALSE;90;0;0;1;0;0;0;0;0;0;3;0;2;8;2017-04-10;"Jacob Rasmussen";"Forsvar";"RBK";0;0;0;0;0;0
177;"216168.jpg";"Dahl Reitan";197;"a";216168;"Erlend";"Dahl Reitan";32;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,3;"0.0";91;2;8;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2017-04-10;"Erlend Dahl Reitan";"Forsvar";"RBK";0;0;0;0;0;0
178;"197498.jpg";"Meling";197;"d";197498;"Birger";"Meling";3;"Hjernerystelse";64;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;2,8;"0.0";1380;4;123;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2017-04-10;"Birger Meling";"Forsvar";"RBK";0;0;0;0;0;0
179;"54375.jpg";"Konradsen";197;"a";54375;"Anders";"Konradsen";8;"";70;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;6,3;"2.3";684;218;174;4;0;0;0;0;7;2;"2.3";"2.0";"2.0";FALSE;270;0;0;2;1;0;0;1;0;0;0;0;3;8;2017-04-10;"Anders Konradsen";"Midtbane";"RBK";0;0;0;0;0;0
180;"61830.jpg";"Helland";197;"a";61830;"Pål";"Helland";23;"";110;NA;NA;"0.4";"1.3";0;0;0;0;FALSE;0;31,8;"4.7";1323;840;524;131;0;0;0;0;14;2;"4.7";"5.0";"5.0";FALSE;176;1;1;1;1;0;0;0;0;0;0;0;3;8;2017-04-10;"Pål Helland";"Midtbane";"RBK";0;0;0;0;0;0
181;"69893.jpg";"Jensen";197;"a";69893;"Mike";"Jensen";7;"";105;NA;NA;"0.6";"1.7";0;0;0;0;FALSE;1;28,1;"6.0";745;2126;456;173;0;0;0;0;18;2;"6.0";"6.0";"6.0";FALSE;270;0;2;2;1;0;0;0;0;0;4;0;3;8;2017-04-10;"Mike Jensen";"Midtbane";"RBK";0;0;0;0;0;0
182;"83510.jpg";"Thorarinsson";197;"u";83510;"Gudmundur";"Thorarinsson";NA;"Solgt til Norrköping";60;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0;"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-10;"Gudmundur Thorarinsson";"Midtbane";"RBK";NA;0;0;0;0;0
183;"86463.jpg";"Stamnestrø";197;"i";86463;"Magnus";"Stamnestrø";18;"Kneskade - ute i 4-5 mnd";54;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,1;"0.0";34;0;1;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-10;"Magnus Stamnestrø";"Midtbane";"RBK";NA;0;0;0;0;0
184;"87100.jpg";"Midtsjø";197;"a";87100;"Fredrik";"Midtsjø";21;"";85;NA;NA;"0.7";"2.2";0;0;0;0;FALSE;1;26,7;"6.3";1733;1011;144;498;0;0;0;0;19;10;"6.3";"6.0";"6.0";FALSE;242;1;1;2;1;0;0;0;0;0;3;0;3;8;2017-04-10;"Fredrik Midtsjø";"Midtbane";"RBK";1;1;1;1;1;1
185;"95519.jpg";"de Lanlay";197;"i";95519;"Yann-Erik";"de Lanlay";11;"Kne - Antatt tilbake i juli";84;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,7;"0.0";568;0;44;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-10;"Yann-Erik de Lanlay";"Midtbane";"RBK";NA;0;0;0;0;0
186;"95581.jpg";"Rashani";197;"i";95581;"Elbasan";"Rashani";15;"Ukjent";79;NA;NA;"0.1";"0.3";-1;0;1;0;FALSE;0;0,5;"0.7";271;31;42;0;0;0;0;0;2;0;"1.0";"1.0";"1.0";FALSE;30;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-10;"Elbasan Rashani";"Midtbane";"RBK";0;0;0;0;0;0
187;"141176.jpg";"Jevtovic";197;"a";141176;"Milan";"Jevtovic";26;"";78;NA;NA;"1.1";"3.3";3;1;-3;-1;TRUE;2;17,5;"8.7";250;6962;9;2877;0;0;0;0;26;12;"8.7";"9.0";"9.0";FALSE;241;2;2;2;1;0;0;0;0;0;2;0;3;8;2017-04-10;"Milan Jevtovic";"Midtbane";"RBK";0;0;0;1;0;0
188;"179306.jpg";"Lundemo";197;"i";179306;"Marius";"Lundemo";25;"Ankel - Antatt tilbake i mai";64;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,2;"0.0";95;1;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-10;"Marius Lundemo";"Midtbane";"RBK";NA;0;0;0;0;0
189;"184368.jpg";"Sæter";197;"n";184368;"John Hou";"Sæter";17;"Sykdom";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";26;2;2;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-04-10;"John Hou Sæter";"Midtbane";"RBK";0;0;0;0;0;0
190;"55896.jpg";"Vilhjálmsson";197;"a";55896;"Matthías";"Vilhjálmsson";10;"";84;NA;NA;"0.4";"1.1";-1;0;1;0;FALSE;0;2,3;"3.0";677;179;78;10;0;0;0;0;9;1;"4.5";"3.0";"3.0";FALSE;93;1;0;1;0;0;0;0;0;0;2;0;4;8;2017-04-10;"Matthías Vilhjálmsson";"Angrep";"RBK";0;0;0;0;0;0
191;"81888.jpg";"Bakenga";197;"a";81888;"Mushaga";"Bakenga";27;"";104;NA;NA;"0.1";"0.4";-1;0;1;0;FALSE;0;3,5;"1.3";1336;105;127;3;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;90;0;0;1;0;0;0;0;0;0;0;0;4;8;2017-04-10;"Mushaga Bakenga";"Angrep";"RBK";0;0;0;0;0;0
192;"200813.jpg";"Helmersen";197;"i";200813;"Andreas";"Helmersen";19;"Kne - Antatt tilbake i september";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";30;1;1;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;8;2017-04-10;"Andreas Helmersen";"Angrep";"RBK";NA;0;0;0;0;0
193;"55746.jpg";"Hedenstad";197;"a";55746;"Vegar";"Hedenstad";2;"";65;NA;NA;"1.0";"2.9";0;0;0;0;TRUE;0;16,6;"6.3";422;1359;90;371;0;0;0;0;19;5;"6.3";"6.0";"6.0";FALSE;270;0;2;2;1;0;0;1;0;0;0;0;2;8;2017-04-10;"Vegar Hedenstad";"Forsvar";"RBK";0;0;0;1;0;0
194;"27697.jpg";"Bendtner";197;"a";27697;"Nicklas";"Bendtner";9;"";125;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;49,1;"4.0";1050;2903;484;255;0;0;0;0;12;0;"4.0";"4.0";"4.0";FALSE;208;2;0;1;1;0;0;0;0;0;1;1;4;8;2017-04-10;"Nicklas Bendtner";"Angrep";"RBK";1;1;1;0;1;1
195;"96134.jpg";"Øvretveit";3334;"a";96134;"Øystein";"Øvretveit";12;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;2,2;"0.0";79;30;9;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;9;2017-04-10;"Øystein Øvretveit";"Keeper";"SAN";0;0;0;0;0;0
196;"97669.jpg";"Jónsson";3334;"a";97669;"Ingvar";"Jónsson";1;"";45;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;0,7;"1.3";31;21;9;6;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;270;0;0;0;6;0;0;1;0;5;0;0;1;9;2017-04-10;"Ingvar Jónsson";"Keeper";"SAN";0;0;0;0;0;0
197;"27772.jpg";"Gabrielsen";3334;"d";27772;"Alexander";"Gabrielsen";5;"Strekk - 75% sjanse for å spille";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,5;"0.0";114;0;17;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;9;2017-04-10;"Alexander Gabrielsen";"Forsvar";"SAN";0;0;0;0;0;0
198;"95529.jpg";"Grorud";3334;"d";95529;"Lars";"Grorud";2;"Strekk - 75% sjanse for å spille";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";42;2;7;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;9;2017-04-10;"Lars Grorud";"Forsvar";"SAN";0;0;0;0;0;0
199;"164630.jpg";"Olsen Solberg";3334;"a";164630;"Joachim";"Olsen Solberg";17;"";45;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;1,2;"0.3";158;16;21;0;0;0;0;0;1;2;"0.5";"0.0";"0.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;1;2;9;2017-04-10;"Joachim Olsen Solberg";"Forsvar";"SAN";0;0;0;0;0;0
200;"247787.jpg";"Jablinski";3334;"a";247787;"Kevin";"Jablinski";20;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,1;"0.0";100;7;14;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;9;2017-04-10;"Kevin Jablinski";"Forsvar";"SAN";0;0;0;0;0;0
201;"202252.jpg";"Hansen";3334;"a";202252;"Christer";"Hansen";4;"";45;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;0,3;"1.3";23;9;5;2;0;0;0;0;4;2;"1.3";"1.0";"1.0";FALSE;270;0;0;0;6;0;0;0;0;0;0;0;2;9;2017-04-10;"Christer Hansen";"Forsvar";"SAN";0;0;0;0;0;0
