"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato"
12;"37417.jpg";"Riise";2745;"a";37417;"Bjørn Helge";"Riise";21;"";60;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;"6.5";"2.0";474;81;244;10;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;150;0;0;0;6;0;0;0;0;0;0;0;3;1;2017-04-07
13;"62026.jpg";"Carlsen";2745;"a";62026;"Fredrik";"Carlsen";8;"";50;NA;NA;"0.9";"1.8";0;0;0;0;FALSE;0;"2.3";"4.5";73;434;30;367;0;0;0;0;9;7;"4.5";"5.0";"5.0";FALSE;180;1;0;0;6;0;0;0;0;0;0;0;3;1;2017-04-07
14;"87337.jpg";"Gyasi";2745;"a";87337;"Edwin";"Gyasi";14;"";75;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"5.3";"3.0";353;34;112;12;0;0;0;0;6;5;"3.0";"3.0";"3.0";FALSE;148;0;1;0;6;0;0;0;0;0;0;0;3;1;2017-04-07
15;"97533.jpg";"Thrandarson";2745;"a";97533;"Aron Elís";"Thrandarson";11;"";65;NA;NA;"0.2";"0.5";0;0;0;0;FALSE;0;"1.2";"1.5";94;19;53;2;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;148;0;0;0;6;0;0;0;0;0;0;0;3;1;2017-04-07
16;"169515.jpg";"Hoff";2745;"a";169515;"Vebjørn";"Hoff";18;"";50;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"0.6";"1.0";37;13;16;3;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;93;0;0;0;1;0;0;1;0;0;0;0;3;1;2017-04-07
17;"194769.jpg";"Brunstad Fet";2745;"a";194769;"Sondre";"Brunstad Fet";17;"";50;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;"0.3";"0.5";23;5;8;2;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;58;0;0;0;3;0;0;0;0;0;0;0;3;1;2017-04-07
18;"204273.jpg";"Marlinho";2745;"a";204273;"Marlon Matheus";"da Silva";15;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.6";"0.0";68;6;20;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-07
19;"207864.jpg";"Hatlehol";2745;"a";207864;"Jørgen";"Hatlehol";38;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";40;9;16;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-07
20;"223090.jpg";"Waagan";2745;"a";223090;"Anders";"Waagan";NA;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";51;7;25;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-07
21;"224095.jpg";"Solnørdal";2745;"a";224095;"Emil";"Solnørdal";36;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.2";"0.0";17;4;5;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-07
22;"61965.jpg";"Mos";2745;"a";61965;"Mostafa";"Abdellaoue";30;"";85;NA;NA;"0.5";"0.9";0;0;0;0;FALSE;0;"11.0";"4.0";967;379;628;29;0;0;0;0;8;2;"4.0";"4.0";"4.0";FALSE;180;1;0;0;6;0;0;0;0;0;0;0;4;1;2017-04-07
23;"219005.jpg";"Andreassen";2745;"a";219005;"Sebastian";"Andreassen";31;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";27;4;12;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2017-04-07
24;"173531.jpg";"Berisha";2745;"a";173531;"Valmir";"Berisha";9;"";60;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"3.4";"2.5";426;113;217;20;0;0;0;0;5;1;"2.5";"3.0";"3.0";FALSE;77;0;1;0;1;0;0;0;0;0;0;0;4;1;2017-04-07
25;"88460.jpg";"Horwath";303;"a";88460;"Alex";"Horwath";1;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.1";"0.0";101;6;33;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-04-07
26;"95516.jpg";"Leciejewski";303;"a";95516;"Piotr";"Leciejewski";24;"";55;NA;NA;"0.7";"1.5";0;0;0;0;FALSE;0;"23.4";"4.0";416;423;103;252;0;0;0;0;8;6;"4.0";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;0;0;2;0;0;1;2;2017-04-07
27;"224198.jpg";"Pettersen";303;"a";224198;"Markus";"Pettersen";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";15;3;3;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-04-07
28;"56578.jpg";"Wormgoor";303;"a";56578;"Vito";"Wormgoor";3;"";55;NA;NA;"0.5";"0.9";0;0;0;0;FALSE;0;"7.9";"2.5";609;120;104;82;0;0;0;0;5;5;"5.0";"3.0";"3.0";FALSE;80;0;0;1;0;0;0;1;0;0;0;0;2;2;2017-04-07
29;"61968.jpg";"Nouri";303;"a";61968;"Amin";"Nouri";33;"";55;NA;NA;"0.7";"1.5";0;0;0;0;FALSE;0;"6.5";"4.0";204;180;55;96;0;0;0;0;8;6;"4.0";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;0;0;0;0;0;2;2;2017-04-07
30;"106319.jpg";"Grønner";303;"a";106319;"Jonas";"Grønner";5;"";50;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"7.2";"1.0";400;91;215;19;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;100;0;0;0;1;0;0;1;0;0;0;0;2;2;2017-04-07
31;"111851.jpg";"Kristiansen";303;"a";111851;"Ruben";"Kristiansen";21;"";55;NA;NA;"0.7";"1.5";0;0;0;0;FALSE;0;"4.8";"4.0";149;100;41;57;0;0;0;0;8;6;"4.0";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;0;0;0;0;0;2;2;2017-04-07
32;"114686.jpg";"Hatakka";303;"u";114686;"Dani";"Hatakka";26;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;"0.5";"0.0";119;1;45;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-04-07
33;"116607.jpg";"Ròlantsson";303;"a";116607;"Gilli";"Sørensen";17;"";60;NA;NA;"1.3";"2.5";0;0;0;0;TRUE;1;"7.9";"7.5";85;1205;42;637;0;0;0;0;15;6;"7.5";"8.0";"8.0";FALSE;177;0;1;2;0;0;0;0;0;0;0;0;2;2;2017-04-07
34;"156592.jpg";"Acosta";303;"a";156592;"Bismar";"Acosta";15;"";60;NA;NA;"0.6";"1.2";0;0;0;0;FALSE;0;"12.2";"3.5";477;98;112;45;0;0;0;0;7;6;"3.5";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;1;0;0;0;0;2;2;2017-04-07
35;"18668.jpg";"Braaten";303;"a";18668;"Daniel";"Braaten";25;"";65;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"7.0";"2.5";352;717;255;65;0;0;0;0;5;0;"5.0";"3.0";"3.0";FALSE;90;0;0;0;1;0;0;0;0;0;3;0;3;2;2017-04-07
36;"62025.jpg";"Larsen";303;"a";62025;"Peter Orry";"Larsen";7;"";75;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.9";"0.0";283;6;86;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-04-07
37;"95525.jpg";"Haugen";303;"a";95525;"Fredrik";"Haugen";8;"";90;NA;NA;"0.7";"1.3";0;0;0;0;FALSE;0;"8.2";"6.0";279;340;57;228;0;0;0;0;12;9;"6.0";"6.0";"6.0";FALSE;166;0;1;2;0;0;0;0;0;0;3;0;3;2;2017-04-07
38;"95528.jpg";"Barmen";303;"a";95528;"Kristoffer";"Barmen";29;"";65;NA;NA;"0.8";"1.5";0;0;0;0;FALSE;0;"6.1";"5.0";178;636;42;543;0;0;0;0;10;8;"5.0";"5.0";"5.0";FALSE;180;1;0;1;1;0;0;0;0;0;0;0;3;2;2017-04-07
39;"102678.jpg";"Vega";303;"a";102678;"Deyver";"Vega";19;"";70;NA;NA;"0.1";"0.3";0;0;0;0;FALSE;0;"4.2";"1.0";542;20;112;9;0;0;0;0;2;2;"2.0";"1.0";"1.0";FALSE;63;0;0;1;0;0;0;1;0;0;0;0;3;2;2017-04-07
40;"115102.jpg";"Skaanes";303;"a";115102;"Kasper";"Skaanes";9;"";55;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;"1.5";"0.5";171;14;80;4;0;0;0;0;1;0;"1.0";"1.0";"1.0";FALSE;14;0;0;0;1;0;0;0;0;0;0;0;3;2;2017-04-07
41;"126317.jpg";"Heltne Nilsen";303;"a";126317;"Sivert";"Heltne Nilsen";23;"";55;NA;NA;"0.5";"1.1";0;0;0;0;FALSE;0;"4.5";"3.0";160;257;59;115;0;0;0;0;6;4;"3.0";"3.0";"3.0";FALSE;180;0;0;1;1;0;0;0;0;0;1;0;3;2;2017-04-07
42;"223091.jpg";"Stenevik";303;"a";223091;"Halldor";"Stenevik";20;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.3";"0.0";93;18;32;6;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-04-07
43;"14575.jpg";"Karadas";303;"a";14575;"Azar";"Karadas";18;"";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.2";"0.0";216;19;79;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2017-04-07
44;"66534.jpg";"Orlov";303;"a";66534;"Jakob";"Orlov";10;"";75;NA;NA;"1.1";"2.1";0;0;0;0;FALSE;0;"5.9";"8.0";142;846;52;604;0;0;0;0;16;10;"8.0";"8.0";"8.0";FALSE;103;2;1;1;0;0;0;0;0;0;2;0;4;2;2017-04-07
45;"221232.jpg";"Skålevik";303;"a";221232;"Steffen";"Skålevik";11;"";69;NA;NA;"0.1";"0.3";-1;-1;1;1;FALSE;0;"1.0";"1.0";199;20;57;5;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;30;0;0;0;1;0;0;0;0;0;0;0;4;2;2017-04-07
46;"62015.jpg";"Børven";303;"a";62015;"Torgeir";"Børven";22;"";89;NA;NA;"0.3";"0.7";-1;-1;1;1;FALSE;0;"6.0";"3.0";1111;72;245;35;0;0;0;0;6;5;"3.0";"3.0";"3.0";FALSE;77;0;1;1;1;0;0;0;0;0;0;0;4;2;2017-04-07
47;"108130.jpg";"Sandvik";3376;"a";108130;"Helge";"Sandvik";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.4";"0.0";18;3;6;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-04-07
48;"124132.jpg";"Bråtveit";3376;"a";124132;"Per Kristian";"Bråtveit";1;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;"2.6";"1.5";107;31;41;12;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;180;0;0;0;6;0;0;0;0;6;0;0;1;3;2017-04-07
49;"209224.jpg";"Børreson Fossdal";3376;"a";209224;"Herman";"Børreson Fossdal";24;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.9";"0.0";22;17;5;7;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-04-07
50;"63878.jpg";"Skjerve";3376;"a";63878;"Vegard";"Skjerve";18;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.7";"0.0";140;26;68;8;0;0;0;0;0;-1;"0.0";"0.0";"0.0";FALSE;180;0;0;0;6;0;0;0;0;0;0;1;2;3;2017-04-07
51;"81786.jpg";"Andreassen";3376;"a";81786;"Tor Arne";"Andreassen";11;"";50;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;"0.7";"0.5";41;5;16;2;0;0;0;0;1;1;"0.5";"1.0";"1.0";FALSE;180;0;0;0;6;0;0;1;0;0;0;0;2;3;2017-04-07
52;"179304.jpg";"Stølås";3376;"a";179304;"Alexander";"Stølås";22;"";55;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"4.4";"1.0";307;14;138;2;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;180;0;0;0;6;0;0;0;0;0;0;0;2;3;2017-04-07
53;"224083.jpg";"Izuchukwu";3376;"i";224083;"Anthony";"Izuchukwu";15;"Korsbånd - Over sommeren";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";149;5;89;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-04-07
54;"245578.jpg";"Knudsen";3376;"a";245578;"Fredrik";"Knudsen";4;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";56;4;28;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-04-07
55;"48513.jpg";"Huseklepp";3376;"a";48513;"Erik";"Huseklepp";10;"";85;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"10.0";"3.5";468;125;172;51;0;0;0;0;7;5;"3.5";"4.0";"4.0";FALSE;180;0;1;0;6;0;0;0;0;0;0;0;3;3;2017-04-07
56;"67242.jpg";"Kiss";3376;"a";67242;"Filip";"Kiss";6;"";80;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"2.1";"1.5";154;20;64;7;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;180;0;0;0;6;0;0;1;0;0;0;0;3;3;2017-04-07
57;"81788.jpg";"Mæland";3376;"a";81788;"Eirik";"Mæland";13;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;"0.8";"1.5";95;23;27;16;0;0;0;0;3;3;"3.0";"2.0";"2.0";FALSE;80;0;0;0;3;0;0;0;0;0;1;0;3;3;2017-04-07
58;"118808.jpg";"Hajradinovic";3376;"a";118808;"Haris";"Hajradinovic";23;"";75;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;"3.9";"2.0";203;57;92;15;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;180;0;0;0;6;0;0;0;0;0;0;0;3;3;2017-04-07
59;"156595.jpg";"Tronstad";3376;"a";156595;"Sondre";"Tronstad";8;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;"1.2";"1.5";75;31;27;16;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;146;0;0;0;5;0;0;0;0;0;0;0;3;3;2017-04-07
60;"208396.jpg";"Kling";3376;"a";208396;"Robert";"Kling";29;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.9";"0.0";40;12;14;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-07
61;"226887.jpg";"Horneland";3376;"a";226887;"Thomas";"Horneland";30;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.4";"0.0";27;8;12;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-07
62;"232031.jpg";"Gunnarshaug";3376;"a";232031;"Kristoff";"Gunnarshaug";31;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";23;4;8;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-07
63;"53370.jpg";"Abdi";3376;"a";53370;"Liban";"Abdi";7;"";60;NA;NA;"-0.1";"-0.2";0;0;0;0;FALSE;0;"0.6";"-0.5";186;10;65;2;0;0;0;0;-1;0;"-1.0";"0.0";"0.0";FALSE;58;0;0;0;3;0;0;0;1;0;1;0;4;3;2017-04-07
64;"89368.jpg";"Gytkjær";3376;"a";89368;"Frederik";"Gytkjær";9;"";75;NA;NA;"1.2";"2.4";0;0;0;0;TRUE;0;"14.5";"9.0";310;1907;71;1628;0;0;0;0;18;12;"9.0";"9.0";"9.0";FALSE;168;3;0;0;5;0;0;1;0;0;3;0;4;3;2017-04-07
65;"224084.jpg";"Shuaibu";3376;"a";224084;"Ibrahim";"Shuaibu";17;"";50;NA;NA;"2.0";"4.0";0;0;0;0;TRUE;1;"5.3";"10.0";80;2141;28;1769;0;0;0;0;20;15;"10.0";"10.0";"10.0";FALSE;180;2;2;0;6;0;0;0;0;0;2;0;4;3;2017-04-07
66;"224097.jpg";"Krygard";3376;"u";224097;"Kevin Martin";"Krygard";NA;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;"0.5";"0.0";95;4;33;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-04-07
67;"247409.jpg";"Buduson";3376;"a";247409;"Johnny";"Buduson";20;"";50;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"0.3";"1.0";39;12;20;8;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;22;0;0;0;1;0;0;0;0;0;0;0;4;3;2017-04-07
68;"247408.jpg";"Leite";3376;"i";247408;"Bruno";"Leite";16;"Strekk";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.6";"0.0";124;3;65;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-07
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";40;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"14.8";"1.5";197;512;66;181;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;1;0;0;1;4;2017-04-07
70;"81858.jpg";"Månsson";3835;"d";81858;"Conny";"Månsson";23;"Kneskade";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";73;0;21;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-04-07
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christofer";"Aasbak";3;"";45;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;"1.5";"0.5";170;10;44;3;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;45;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-07
72;"95512.jpg";"Dan Ulvestad";3835;"a";95512;"Dan Peter";"Ulvestad";5;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;"2.1";"1.5";110;15;50;5;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;95;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-07
73;"156434.jpg";"Coly";3835;"a";156434;"Aliou";"Coly";99;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;"3.9";"1.5";196;62;78;18;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-07
74;"245729.jpg";"Sivertsen";3835;"i";245729;"Erlend";"Sivertsen";15;"Akillesskade - August";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.1";"0.0";28;0;7;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-07
75;"159994.jpg";"Gjesdal";3835;"a";159994;"Henrik ";"Gjesdal";25;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;"0.6";"1.5";23;8;11;2;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-07
76;"245731.jpg";"Bjerkås";3835;"a";245731;"Joakim";"Bjerkås";2;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.2";"0.0";142;7;45;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-07
77;"245735.jpg";"Nerland";3835;"u";245735;"Olav";"Mahle Nerland";49;"Utilgjengelig";40;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;"0.9";"0.0";122;1;37;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-07
78;"245733.jpg";"Hopmark";3835;"a";245733;"Andreas";"Hopmark";19;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;"0.5";"1.5";15;6;7;1;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-07
79;"63900.jpg";"Torske";3835;"a";63900;"Tor Erik";"Torske";6;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";112;0;42;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-07
80;"66338.jpg";"Kalludra";3835;"a";66338;"Liridon";"Kalludra";9;"";60;NA;NA;"0.2";"0.3";0;0;0;0;FALSE;0;"1.1";"1.0";125;3;47;0;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;64;0;0;0;1;0;0;0;0;0;0;0;3;4;2017-04-07
81;"92072.jpg";"Qaka";3835;"a";92072;"Kamer";"Qaka";92;"";60;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;"5.6";"1.5";353;187;154;35;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;146;0;0;0;2;0;0;0;0;0;0;0;3;4;2017-04-07
82;"95511.jpg";"Økland";3835;"a";95511;"Sverre";"Økland";10;"";55;NA;NA;"0.4";"0.7";0;0;0;0;FALSE;0;"0.8";"2.0";49;16;20;4;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;3;4;2017-04-07
